id;name;surname;patronymic;gender;position;academicDegree;academicTitle;employmentDate;workload;email;phone;department;dateOfBirth;age
t0145;Alina;Mykhalets;Petrivna;Female;Senior Lecturer;Candidate of Sciences;;2018-09-01;40.0;a.mykhalets@digiuni.ukma.edu;+380671234638;d001;1991-05-10;34
t0146;Kseniia;Zinovieva;Vasylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;k.zinovieva@digiuni.ukma.edu;+380631234638;d026;1984-07-25;41
t0147;Ostap;Kushnir;Volodymyrovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;o.kushnir@digiuni.ukma.edu;+380501234639;d023;1986-10-30;39
t0148;Maksym;Bohdanov;Serhiiovych;Male;Senior Lecturer;Master;;2021-09-01;40.0;m.bohdanov@digiuni.ukma.edu;+380671234639;d024;1996-12-05;29
t0149;Daryna;Shevchenko;Olehivna;Female;Senior Lecturer;Doctor of Philosophy;;2022-09-01;40.0;d.shevchenko@digiuni.ukma.edu;+380631234640;d025;1994-08-18;31
t0150;Ruslan;Kovalenko;Mykhailovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;r.kovalenko@digiuni.ukma.edu;+380501234640;d027;1980-04-14;46
t0151;Rostyslav;Semkiv;Andriiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2001-09-01;40.0;r.semkiv@digiuni.ukma.edu;+380501234700;d012;1975-06-06;50
t0152;Taras;Liutyi;Volodymyrovych;Male;Professor;Doctor of Sciences;Professor;2004-09-01;40.0;t.liutyi@digiuni.ukma.edu;+380671234701;d010;1972-11-23;53
t0153;Kateryna;Dysa;Leonidivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2005-09-01;40.0;k.dysa@digiuni.ukma.edu;+380631234702;d008;1977-10-10;48
t0154;Inna;Sovsun;Romanivna;Female;Senior Lecturer;Master;;2014-09-01;20.0;i.sovsun@digiuni.ukma.edu;+380501234703;d023;1984-09-21;41
t0155;Tymofii;Brik;Semenovych;Male;Associate Professor;Doctor of Philosophy;Associate Professor;2018-09-01;40.0;t.brik@digiuni.ukma.edu;+380671234704;d022;1988-02-14;38
t0156;Zoryana;Skaletska;Stepanivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2006-09-01;40.0;z.skaletska@digiuni.ukma.edu;+380631234705;d016;1980-08-09;45
t0157;Volodymyr;Yermolenko;Anatoliiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;v.yermolenko@digiuni.ukma.edu;+380501234706;d010;1980-01-15;46
t0158;Vakhtang;Kebuladze;Ivanovych;Male;Professor;Doctor of Sciences;Professor;2012-09-01;40.0;v.kebuladze@digiuni.ukma.edu;+380671234707;d010;1972-02-12;54
t0159;Oleksii;Haran;Vasyliovych;Male;Professor;Doctor of Sciences;Professor;1992-09-01;40.0;o.haran@digiuni.ukma.edu;+380631234708;d023;1959-06-17;66
t0160;Orysia;Demska;Bohdanivna;Female;Professor;Doctor of Sciences;Professor;2008-09-01;40.0;o.demska@digiuni.ukma.edu;+380501234709;d013;1968-12-05;57
t0161;Andrii;Portnov;Volodymyrovych;Male;Professor;Doctor of Sciences;Professor;2015-09-01;20.0;a.portnov@digiuni.ukma.edu;+380671234710;d008;1979-05-17;46
t0162;Ola;Hnatiuk;Ihorivna;Female;Professor;Doctor of Sciences;Professor;2010-09-01;20.0;o.hnatiuk@digiuni.ukma.edu;+380631234711;d008;1961-11-11;64
t0163;Valerii;Heyets;Mykhailovych;Male;Professor;Doctor of Sciences;Professor;2002-09-01;20.0;v.heyets@digiuni.ukma.edu;+380501234712;d005;1945-04-20;80
t0164;Iryna;Bekeshkina;Danylivna;Female;Professor;Candidate of Sciences;Senior Researcher;2000-09-01;20.0;i.bekeshkina@digiuni.ukma.edu;+380671234713;d022;1952-02-04;74
t0165;Mykola;Riabchuk;Yuriiovych;Male;Senior Lecturer;Candidate of Sciences;;2016-09-01;20.0;m.riabchuk@digiuni.ukma.edu;+380631234714;d023;1953-09-27;72
t0166;Oksana;Kis;Romanivna;Female;Associate Professor;Doctor of Sciences;Associate Professor;2017-09-01;40.0;o.kis@digiuni.ukma.edu;+380501234715;d008;1970-08-14;55
t0167;Yevhen;Holovakha;Ivanovych;Male;Professor;Doctor of Sciences;Professor;1998-09-01;20.0;y.holovakha@digiuni.ukma.edu;+380671234716;d022;1950-07-13;75
t0168;Larysa;Masenko;Terentiivna;Female;Professor;Doctor of Sciences;Professor;2006-09-01;40.0;l.masenko@digiuni.ukma.edu;+380631234717;d013;1942-11-14;83
t0169;Volodymyr;Kulyk;Oleksandrovych;Male;Professor;Doctor of Sciences;Professor;2009-09-01;20.0;v.kulyk@digiuni.ukma.edu;+380501234718;d023;1963-01-22;63
t0170;Oksana;Mikheieva;Kostiantynivna;Female;Professor;Doctor of Sciences;Professor;2015-09-01;40.0;o.mikheieva@digiuni.ukma.edu;+380671234719;d022;1971-03-30;54
t0171;Bohdan;Kravchenko;Andriiovych;Male;Professor;Doctor of Philosophy;Professor;1992-09-01;20.0;b.kravchenko@digiuni.ukma.edu;+380631234720;d023;1946-12-22;79
t0172;Volodymyr;Dubovyk;Hryhorovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;v.dubovyk@digiuni.ukma.edu;+380501234721;d023;1973-10-18;52
t0173;Serhii;Kudelia;Ivanovych;Male;Associate Professor;Doctor of Philosophy;Associate Professor;2014-09-01;20.0;s.kudelia@digiuni.ukma.edu;+380671234722;d023;1976-05-11;49
t0174;Andreas;Umland;Volodymyrovych;Male;Associate Professor;Doctor of Philosophy;Associate Professor;2012-09-01;20.0;a.umland@digiuni.ukma.edu;+380631234723;d023;1967-09-14;58
t0175;Taras;Kuzio;Bohdanovych;Male;Professor;Doctor of Philosophy;Professor;2018-09-01;20.0;t.kuzio@digiuni.ukma.edu;+380501234724;d023;1958-06-25;67
t0176;Mariya;Zolkina;Petrivna;Female;Senior Lecturer;Master;;2019-09-01;40.0;m.zolkina@digiuni.ukma.edu;+380671234725;d023;1989-11-30;36
t0177;Oleksandr;Sushko;Heorhiiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;20.0;o.sushko@digiuni.ukma.edu;+380631234726;d023;1973-08-19;52
t0178;Diana;Dutsyk;Mykolaivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;d.dutsyk@digiuni.ukma.edu;+380501234727;d026;1977-12-12;48
t0179;Nina;Chalaya;Heorhiivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;n.chalaya@digiuni.ukma.edu;+380671234728;d006;1979-02-15;47
t0180;Serhii;Bohomolov;Ivanovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2006-09-01;40.0;s.bohomolov@digiuni.ukma.edu;+380631234729;d002;1975-04-20;50
t0181;Kateryna;Pereverza;Oleksandrivna;Female;Senior Lecturer;Doctor of Philosophy;;2020-09-01;40.0;k.pereverza@digiuni.ukma.edu;+380501234730;d003;1992-09-10;33
t0182;Yurii;Danylov;Artemovych;Male;Senior Lecturer;Candidate of Sciences;;2014-09-01;40.0;y.danylov@digiuni.ukma.edu;+380671234731;d004;1985-05-18;40
t0183;Mykhailo;Minakov;Anatoliiovych;Male;Professor;Doctor of Sciences;Professor;2005-09-01;20.0;m.minakov@digiuni.ukma.edu;+380631234732;d010;1971-08-01;54
t0184;Antonina;Makarenko;Vasylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2008-09-01;40.0;a.makarenko@digiuni.ukma.edu;+380501234733;d024;1982-10-15;43
t0185;Valentyna;Stetsenko;Petrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;v.stetsenko@digiuni.ukma.edu;+380671234734;d025;1980-03-25;46
t0186;Stanislav;Shevchuk;Volodymyrovych;Male;Professor;Doctor of Sciences;Professor;2015-09-01;20.0;s.shevchuk@digiuni.ukma.edu;+380631234735;d016;1969-06-11;56
t0187;Oleksandr;Smirnov;Yuriiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;o.smirnov@digiuni.ukma.edu;+380501234736;d020;1978-11-20;47
t0188;Serhii;Duka;Anatoliiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;s.duka@digiuni.ukma.edu;+380671234737;d019;1981-04-14;44
t0189;Ihor;Sikorskyi;Ivanovych;Male;Senior Lecturer;Master;;2019-09-01;40.0;i.sikorskyi@digiuni.ukma.edu;+380631234738;d001;1993-01-22;33
t0190;Nataliia;Khmel;Serhiivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;n.khmel@digiuni.ukma.edu;+380501234739;d007;1986-07-08;39
t0191;Oksana;Syroid;Ivanivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2006-09-01;20.0;o.syroid@digiuni.ukma.edu;+380671234740;d015;1976-05-02;49
t0192;Mykola;Riabov;Dmytrovych;Male;Professor;Doctor of Sciences;Professor;2001-09-01;40.0;m.riabov@digiuni.ukma.edu;+380631234741;d004;1965-09-12;60
t0193;Yulia;Mostova;Volodymyrivna;Female;Senior Lecturer;Candidate of Sciences;;2018-09-01;20.0;y.mostova@digiuni.ukma.edu;+380501234742;d026;1968-07-20;57
t0194;Andrii;Kurkov;Yuriiovych;Male;Professor;Doctor of Philosophy;Professor;2020-09-01;20.0;a.kurkov@digiuni.ukma.edu;+380671234743;d012;1961-04-23;64
t0195;Roman;Zinchuk;Andriiovych;Male;Senior Lecturer;Master;;2021-09-01;40.0;r.zinchuk@digiuni.ukma.edu;+380631234744;d002;1995-10-05;30
t0196;Anastasiia;Bezpalko;Ihorivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;a.bezpalko@digiuni.ukma.edu;+380501234745;d014;1984-12-14;41
t0197;Viktoriia;Siusia;Pavlivna;Female;Senior Lecturer;Candidate of Sciences;;2017-09-01;40.0;v.siusia@digiuni.ukma.edu;+380671234746;d006;1989-02-28;37
t0198;Oleksandr;Zadorozhnyi;Oleksandrovych;Male;Professor;Doctor of Sciences;Professor;2004-09-01;40.0;o.zadorozhnyi@digiuni.ukma.edu;+380631234747;d015;1960-12-26;65
t0199;Daria;Hrytsenko;Yuriivna;Female;Senior Lecturer;Master;;2022-09-01;40.0;d.hrytsenko@digiuni.ukma.edu;+380501234748;d024;1997-06-11;28
t0200;Vasyl;Mykhailiuk;Stepanovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2009-09-01;40.0;v.mykhailiuk@digiuni.ukma.edu;+380671234749;d003;1979-03-30;47
t0201;Iryna;Kovalchuk;Dmytrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;i.kovalchuk@digiuni.ukma.edu;+380631234750;d017;1982-11-18;43
t0202;Serhii;Plokhii;Mykolaiovych;Male;Professor;Doctor of Sciences;Professor;2015-09-01;20.0;s.plokhii@digiuni.ukma.edu;+380501234751;d008;1957-05-23;68
t0203;Bohdan;Krawchenko;Ivanovych;Male;Professor;Doctor of Philosophy;Professor;1992-09-01;20.0;b.krawchenko@digiuni.ukma.edu;+380671234752;d023;1946-12-22;79
t0204;Natalia;Zinevych;Olehivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;n.zinevych@digiuni.ukma.edu;+380631234753;d011;1985-04-12;41
t0205;Pavlo;Rizhok;Andriiovych;Male;Senior Lecturer;Master;;2020-09-01;40.0;p.rizhok@digiuni.ukma.edu;+380501234754;d001;1994-08-05;31
t0206;Olha;Shevchuk;Stepanivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;o.shevchuk@digiuni.ukma.edu;+380671234755;d013;1980-01-25;46
t0207;Dmytro;Koval;Volodymyrovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2016-09-01;40.0;d.koval@digiuni.ukma.edu;+380631234756;d015;1988-10-15;37
t0208;Oksana;Levkova;Ivanivna;Female;Senior Lecturer;Candidate of Sciences;;2018-09-01;40.0;o.levkova@digiuni.ukma.edu;+380501234757;d027;1990-03-08;36
t0209;Ihor;Tkach;Mykhailovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2007-09-01;40.0;i.tkach@digiuni.ukma.edu;+380671234758;d021;1977-07-19;48
t0210;Vira;Nesterenko;Pavlivna;Female;Professor;Doctor of Sciences;Professor;2003-09-01;40.0;v.nesterenko@digiuni.ukma.edu;+380631234759;d005;1969-12-04;56
t0211;Maksym;Strikha;Vitaliiovych;Male;Professor;Doctor of Sciences;Professor;2012-09-01;20.0;m.strikha@digiuni.ukma.edu;+380501234760;d021;1961-06-24;64
t0212;Liliia;Hrynevych;Mykhailivna;Female;Professor;Doctor of Sciences;Professor;2020-09-01;20.0;l.hrynevych@digiuni.ukma.edu;+380671234761;d024;1965-05-13;60
t0213;Oleksii;Matsuka;Dmytrovych;Male;Senior Lecturer;Candidate of Sciences;;2019-09-01;40.0;o.matsuka@digiuni.ukma.edu;+380631234762;d026;1989-11-20;36
t0214;Tetyana;Ohar;Viktorivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;t.ohar@digiuni.ukma.edu;+380501234763;d007;1985-02-14;41
t0215;Andrii;Rybak;Mykolaiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;a.rybak@digiuni.ukma.edu;+380671234764;d004;1981-08-30;44
t0216;Nadiia;Kozii;Oleksandrivna;Female;Senior Lecturer;Master;;2021-09-01;40.0;n.kozii@digiuni.ukma.edu;+380631234765;d018;1996-04-10;29
t0217;Vladyslav;Kravchenko;Ihorovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;v.kravchenko@digiuni.ukma.edu;+380501234766;d016;1983-09-22;42
t0218;Oksana;Boichuk;Vasylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2009-09-01;40.0;o.boichuk@digiuni.ukma.edu;+380671234767;d014;1978-11-05;47
t0219;Serhii;Zhadan;Viktorovych;Male;Professor;Doctor of Philosophy;Professor;2022-09-01;20.0;s.zhadan@digiuni.ukma.edu;+380631234768;d012;1974-08-23;51
t0220;Halyna;Pastukh;Ivanivna;Female;Senior Lecturer;Candidate of Sciences;;2016-09-01;40.0;h.pastukh@digiuni.ukma.edu;+380501234769;d006;1988-12-18;37
t0221;Maksym;Zinovyev;Olehovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;m.zinovyev@digiuni.ukma.edu;+380671234770;d001;1982-03-25;44
t0222;Iryna;Zhuravliova;Anatoliivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;i.zhuravliova@digiuni.ukma.edu;+380631234771;d005;1986-07-14;39
t0223;Yurii;Romaniuk;Volodymyrovych;Male;Professor;Doctor of Sciences;Professor;2008-09-01;40.0;y.romaniuk@digiuni.ukma.edu;+380501234772;d020;1970-10-02;55
t0224;Bohdana;Matsiuk;Ihorivna;Female;Senior Lecturer;Candidate of Sciences;;2019-09-01;40.0;b.matsiuk@digiuni.ukma.edu;+380671234773;d025;1992-05-19;33
t0225;Pavlo;Kovtonyuk;Anatoliiovych;Male;Associate Professor;Doctor of Philosophy;Associate Professor;2017-09-01;20.0;p.kovtonyuk@digiuni.ukma.edu;+380631234774;d027;1984-03-08;42
t0226;Olena;Zakharchuk;Mykhailivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;o.zakharchuk@digiuni.ukma.edu;+380501234775;d013;1980-08-27;45
t0227;Artem;Bilyk;Yuriiovych;Male;Senior Lecturer;Master;;2021-09-01;40.0;a.bilyk@digiuni.ukma.edu;+380671234776;d003;1995-11-11;30
t0228;Kseniia;Smyrnova;Olehivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;k.smyrnova@digiuni.ukma.edu;+380631234777;d017;1987-01-30;39
t0229;Oleh;Baturyn;Mykolaiovych;Male;Professor;Doctor of Sciences;Professor;2006-09-01;40.0;o.baturyn@digiuni.ukma.edu;+380501234778;d008;1968-04-15;57
t0230;Tetiana;Vovk;Serhiivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;t.vovk@digiuni.ukma.edu;+380671234779;d004;1982-09-22;43
t0231;Yaroslav;Hrytsak;Yosyfovych;Male;Professor;Doctor of Sciences;Professor;2014-09-01;20.0;y.hrytsak@digiuni.ukma.edu;+380631234780;d008;1960-01-01;66
t0232;Aliona;Shostak;Ivanivna;Female;Senior Lecturer;Candidate of Sciences;;2020-09-01;40.0;a.shostak@digiuni.ukma.edu;+380501234781;d011;1993-06-18;32
t0233;Volodymyr;Zaiets;Petrovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2008-09-01;40.0;v.zaiets@digiuni.ukma.edu;+380671234782;d021;1976-12-05;49
t0234;Nataliia;Kryvda;Vasylivna;Female;Professor;Doctor of Sciences;Professor;2011-09-01;40.0;n.kryvda@digiuni.ukma.edu;+380631234783;d010;1971-02-24;55
t0235;Viktor;Chumak;Mykolaiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2016-09-01;20.0;v.chumak@digiuni.ukma.edu;+380501234784;d016;1985-05-30;40
t0236;Svitlana;Khutka;Yuriivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;s.khutka@digiuni.ukma.edu;+380671234785;d022;1987-10-14;38
t0237;Maksym;Bohomaz;Olehovych;Male;Senior Lecturer;Master;;2022-09-01;40.0;m.bohomaz@digiuni.ukma.edu;+380631234786;d002;1997-03-22;29
t0238;Larysa;Prykhodko;Stepanivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2007-09-01;40.0;l.prykhodko@digiuni.ukma.edu;+380501234787;d015;1974-08-11;51
t0239;Serhii;Leschenko;Serhiiovych;Male;Senior Lecturer;Master;;2018-09-01;20.0;s.leschenko@digiuni.ukma.edu;+380671234788;d026;1980-08-30;45
t0240;Oksana;Zabuha;Andriivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;o.zabuha@digiuni.ukma.edu;+380631234789;d007;1983-04-19;42
t0241;Ihor;Koliushko;Bohdanovych;Male;Professor;Doctor of Sciences;Professor;2005-09-01;20.0;i.koliushko@digiuni.ukma.edu;+380501234790;d016;1965-06-18;60
t0242;Kateryna;Amelina;Viktorivna;Female;Senior Lecturer;Candidate of Sciences;;2019-09-01;40.0;k.amelina@digiuni.ukma.edu;+380671234791;d019;1991-01-25;35
t0243;Andrii;Novak;Yuriiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;a.novak@digiuni.ukma.edu;+380631234792;d005;1979-11-09;46
t0244;Tetiana;Romanova;Serhiivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;t.romanova@digiuni.ukma.edu;+380501234793;d023;1986-02-14;40
t0245;Yaroslav;Zhytynskyi;Olehovych;Male;Senior Lecturer;Master;;2021-09-01;40.0;y.zhytynskyi@digiuni.ukma.edu;+380671234794;d001;1996-09-05;29
t0246;Olena;Makarova;Vasylivna;Female;Professor;Doctor of Sciences;Professor;2008-09-01;40.0;o.makarova@digiuni.ukma.edu;+380631234795;d006;1970-05-20;55
t0247;Bohdan;Hryshyn;Andriiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;b.hryshyn@digiuni.ukma.edu;+380501234796;d014;1981-12-30;44
t0248;Anna;Sukhomlyn;Petrivna;Female;Senior Lecturer;Candidate of Sciences;;2017-09-01;40.0;a.sukhomlyn@digiuni.ukma.edu;+380671234797;d024;1988-10-12;37
t0249;Volodymyr;Kipen;Stepanovych;Male;Professor;Doctor of Sciences;Professor;2003-09-01;40.0;v.kipen@digiuni.ukma.edu;+380631234798;d022;1963-07-08;62
t0250;Liliia;Pustovit;Oleksandrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;l.pustovit@digiuni.ukma.edu;+380501234799;d007;1985-03-25;41
t0251;Andrii;Hrytsenko;Andriiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;a.hrytsenko@digiuni.ukma.edu;+380671234800;d016;1980-06-14;45
t0252;Oksana;Zelenska;Yuriivna;Female;Senior Lecturer;Master;;2020-09-01;40.0;o.zelenska@digiuni.ukma.edu;+380631234801;d011;1995-11-28;30
t0253;Serhii;Bratkovskyi;Mykolaiovych;Male;Professor;Doctor of Sciences;Professor;2007-09-01;40.0;s.bratkovskyi@digiuni.ukma.edu;+380501234802;d001;1969-02-17;57
t0254;Mariia;Chorna;Volodymyrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;m.chorna@digiuni.ukma.edu;+380671234803;d013;1984-08-05;41
t0255;Yurii;Radchenko;Ihorovych;Male;Senior Lecturer;Candidate of Sciences;;2018-09-01;40.0;y.radchenko@digiuni.ukma.edu;+380631234804;d008;1990-01-20;36
t0256;Olha;Shevtsova;Mykhailivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;o.shevtsova@digiuni.ukma.edu;+380501234805;d017;1986-09-09;39
t0257;Vladyslav;Troitskyi;Yuriiovych;Male;Professor;Doctor of Philosophy;Professor;2016-09-01;20.0;v.troitskyi@digiuni.ukma.edu;+380671234806;d011;1964-11-26;61
t0258;Iryna;Slavinska;Olehivna;Female;Senior Lecturer;Master;;2019-09-01;20.0;i.slavinska@digiuni.ukma.edu;+380631234807;d026;1987-10-08;38
t0259;Oleksandr;Kryvets;Serhiiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;o.kryvets@digiuni.ukma.edu;+380501234808;d004;1982-04-12;43
t0260;Nataliia;Bondarenko;Petrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;n.bondarenko@digiuni.ukma.edu;+380671234809;d005;1980-12-01;45
t0261;Ihor;Tkachenko;Vasyliovych;Male;Professor;Doctor of Sciences;Professor;2005-09-01;40.0;i.tkachenko@digiuni.ukma.edu;+380631234810;d021;1971-06-30;54
t0262;Yevheniia;Sirenko;Ivanivna;Female;Senior Lecturer;Candidate of Sciences;;2020-09-01;40.0;y.sirenko@digiuni.ukma.edu;+380501234811;d015;1993-02-15;33
t0263;Oleh;Pastukhov;Anatoliiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;o.pastukhov@digiuni.ukma.edu;+380671234812;d023;1978-08-22;47
t0264;Daryna;Melnyk;Oleksandrivna;Female;Senior Lecturer;Master;;2022-09-01;40.0;d.melnyk@digiuni.ukma.edu;+380631234813;d024;1998-05-14;27
t0265;Mykhailo;Vovk;Mykolaiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2009-09-01;40.0;m.vovk@digiuni.ukma.edu;+380501234814;d006;1977-11-18;48
t0266;Svitlana;Kovalchuk;Yuriivna;Female;Professor;Doctor of Sciences;Professor;2004-09-01;40.0;s.kovalchuk@digiuni.ukma.edu;+380671234815;d014;1968-01-25;58
t0267;Anton;Hrytsenko;Volodymyrovych;Male;Senior Lecturer;Candidate of Sciences;;2018-09-01;40.0;a.hrytsenko@digiuni.ukma.edu;+380631234816;d001;1990-07-07;35
t0268;Olena;Taran;Ihorivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;o.taran@digiuni.ukma.edu;+380501234817;d013;1985-09-30;40
t0269;Volodymyr;Zaiets;Oleksandrovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;v.zaiets@digiuni.ukma.edu;+380671234818;d003;1987-12-12;38
t0270;Liubov;Honchar;Vasylivna;Female;Senior Lecturer;Master;;2021-09-01;40.0;l.honchar@digiuni.ukma.edu;+380631234819;d010;1996-03-20;30
t0271;Serhii;Kornienko;Anatoliiovych;Male;Professor;Doctor of Sciences;Professor;2002-09-01;40.0;s.kornienko@digiuni.ukma.edu;+380501234820;d018;1966-10-05;59
t0272;Anna;Petryk;Danylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;a.petryk@digiuni.ukma.edu;+380671234821;d007;1983-06-16;42
t0273;Vasyl;Chornyi;Stepanovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;v.chornyi@digiuni.ukma.edu;+380631234822;d021;1979-02-28;47
t0274;Iryna;Oliinyk;Petrivna;Female;Senior Lecturer;Candidate of Sciences;;2017-09-01;40.0;i.oliinyk@digiuni.ukma.edu;+380501234823;d022;1989-11-10;36
t0275;Oleksandr;Bilash;Yuriiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;o.bilash@digiuni.ukma.edu;+380671234824;d016;1981-05-15;44
t0276;Kateryna;Rudenko;Mykolaivna;Female;Professor;Doctor of Sciences;Professor;2006-09-01;40.0;k.rudenko@digiuni.ukma.edu;+380631234825;d012;1973-08-22;52
t0277;Dmytro;Kryvenko;Olehovych;Male;Senior Lecturer;Master;;2020-09-01;40.0;d.kryvenko@digiuni.ukma.edu;+380501234826;d002;1994-12-01;31
t0278;Oksana;Malynovska;Ivanivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2011-09-01;40.0;o.malynovska@digiuni.ukma.edu;+380671234827;d023;1980-04-18;46
t0279;Ihor;Tkachuk;Serhiiovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2015-09-01;40.0;i.tkachuk@digiuni.ukma.edu;+380631234828;d004;1986-07-25;39
t0280;Tetiana;Zaitseva;Volodymyrivna;Female;Senior Lecturer;Candidate of Sciences;;2018-09-01;40.0;t.zaitseva@digiuni.ukma.edu;+380501234829;d008;1990-10-10;35
t0281;Mykola;Kozlov;Andriiovych;Male;Professor;Doctor of Sciences;Professor;2003-09-01;40.0;m.kozlov@digiuni.ukma.edu;+380671234830;d014;1964-01-30;62
t0282;Olena;Shevchenko;Petrivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2010-09-01;40.0;o.shevchenko@digiuni.ukma.edu;+380631234831;d005;1977-06-14;48
t0283;Volodymyr;Kravchuk;Olehovych;Male;Senior Lecturer;Master;;2021-09-01;40.0;v.kravchuk@digiuni.ukma.edu;+380501234832;d024;1996-02-28;30
t0284;Iryna;Melnychuk;Vasylivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2014-09-01;40.0;i.melnychuk@digiuni.ukma.edu;+380671234833;d017;1984-09-15;41
t0285;Serhii;Panasiuk;Ivanovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2012-09-01;40.0;s.panasiuk@digiuni.ukma.edu;+380631234834;d021;1982-11-20;43
t0286;Nadiia;Kovalchuk;Stepanivna;Female;Professor;Doctor of Sciences;Professor;2007-09-01;40.0;n.kovalchuk@digiuni.ukma.edu;+380501234835;d019;1970-03-05;56
t0287;Andrii;Semenov;Dmytrovych;Male;Senior Lecturer;Candidate of Sciences;;2019-09-01;40.0;a.semenov@digiuni.ukma.edu;+380671234836;d001;1992-08-12;33
t0288;Viktoriia;Tkach;Mykolaivna;Female;Associate Professor;Candidate of Sciences;Associate Professor;2016-09-01;40.0;v.tkach@digiuni.ukma.edu;+380631234837;d025;1988-12-25;37
t0289;Oleh;Savchenko;Volodymyrovych;Male;Associate Professor;Candidate of Sciences;Associate Professor;2013-09-01;40.0;o.savchenko@digiuni.ukma.edu;+380501234838;d006;1983-05-18;42
t0290;Daryna;Kovalenko;Serhiivna;Female;Senior Lecturer;Master;;2022-09-01;40.0;d.kovalenko@digiuni.ukma.edu;+380671234839;d011;1998-10-02;27
