id;name;surname;patronymic;gender;course;enrollmentDate;group;faculty;speciality;studyForm;status;email;phone;dateOfBirth;age
st20250163;Vladyslava;Petrenko;Serhiiivna;Female;1;2025-09-01;4;f001;sp004;BUDGET;ACTIVE;v.petrenko@ukma.edu.ua;+380503809987;2006-04-30;19
st20250164;Vladyslav;Pokotylo;Oleksandrovych;Male;1;2025-09-01;4;f001;sp004;BUDGET;ACTIVE;v.pokotylo@ukma.edu.ua;+380503809988;2007-10-12;18
st20240139;Taras;Melnyk;Mykhailovych;Male;2;2024-09-01;4;f001;sp004;CONTRACT;ACTIVE;t.melnyk1@ukma.edu.ua;+380501234638;2006-09-04;19
st20240140;Anastasiia;Moroz;Andriivna;Female;2;2024-09-01;4;f001;sp004;CONTRACT;ACTIVE;a.moroz1@ukma.edu.ua;+380501234625;2005-03-07;21
st20240141;Illia;Oliinyk;Serhiiovych;Male;2;2024-09-01;4;f001;sp004;CONTRACT;ACTIVE;i.oliinyk@ukma.edu.ua;+380501234647;2005-03-07;21
st20240142;Taras;Polishchuk;Yuriiovych;Male;2;2024-09-01;4;f001;sp004;CONTRACT;ACTIVE;t.polishchuk@ukma.edu.ua;+380501234624;2006-11-28;19
st20240143;Oleksandr;Polishchuk;Valentynovych;Male;2;2024-09-01;4;f001;sp004;BUDGET;ACTIVE;o.polishchuk@ukma.edu.ua;+380501234628;2006-05-10;19
st20230139;Kyrylo;Oliinyk;Oleksandrovych;Male;3;2023-09-01;4;f001;sp004;BUDGET;ACTIVE;k.oliinyk2@ukma.edu.ua;+380501235599;2005-10-19;20
st20230140;Halyna;Panchenko;Romanivna;Female;3;2023-09-01;4;f001;sp004;CONTRACT;ACTIVE;h.panchenko@ukma.edu.ua;+380501235594;2005-09-13;20
st20230141;Ihor;Ponomarenko;Illich;Male;3;2023-09-01;4;f001;sp004;CONTRACT;ACTIVE;i.ponomarenko3@ukma.edu.ua;+380501235587;2005-04-25;20
st20230142;Hlib;Ponomarenko;Rostyslavovych;Male;3;2023-09-01;4;f001;sp004;BUDGET;ACTIVE;h.ponomarenko2@ukma.edu.ua;+380501235597;2004-07-25;21
st20230143;Anhelina;Ponomarenko;Antonivna;Female;3;2023-09-01;4;f001;sp004;BUDGET;ACTIVE;a.ponomarenko5@ukma.edu.ua;+380501235604;2004-12-19;21
st20230144;Tymur;Rudenko;Maksymovych;Male;3;2023-09-01;4;f001;sp004;CONTRACT;ACTIVE;t.rudenko@ukma.edu.ua;+380501235578;2004-04-12;22
st20220139;Viktoriia;Lysenko;Mykolaivna;Female;4;2022-09-01;4;f001;sp004;BUDGET;ACTIVE;v.lysenko12@ukma.edu.ua;+380501236500;2003-07-09;22
st20220140;Halyna;Lysenko;Arturivna;Female;4;2022-09-01;4;f001;sp004;BUDGET;ACTIVE;h.lysenko2@ukma.edu.ua;+380501236518;2003-12-22;22
st20220141;Veronika;Lysenko;Romanivna;Female;4;2022-09-01;4;f001;sp004;BUDGET;ACTIVE;v.lysenko13@ukma.edu.ua;+380501236519;2003-07-24;22
st20220142;Olena;Lysenko;Mykolaivna;Female;4;2022-09-01;4;f001;sp004;BUDGET;ACTIVE;o.lysenko1@ukma.edu.ua;+380501236527;2003-04-04;23
st20220143;Tetiana;Marchenko;Olehivna;Female;4;2022-09-01;4;f001;sp004;BUDGET;ACTIVE;t.marchenko2@ukma.edu.ua;+380501236513;2004-09-24;21
st20220144;Rostyslav;Marchenko;Vladyslavovych;Male;4;2022-09-01;4;f001;sp004;BUDGET;ACTIVE;r.marchenko1@ukma.edu.ua;+380501236515;2004-10-06;21
st20220145;Yana;Moroz;Dmytrivna;Female;4;2022-09-01;4;f001;sp004;BUDGET;ACTIVE;y.moroz4@ukma.edu.ua;+380501236501;2003-05-04;22
st20250165;Oleksii;Pushkash;Andriiovych;Male;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;o.pushkash@ukma.edu.ua;+380503809989;2006-02-28;20
st20250166;Viacheslav;Rozputnii;Yuriiovych;Male;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;v.rozputnii@ukma.edu.ua;+380503809990;2007-07-07;18
st20250167;Vladyslav;Savchenko;Vadymovych;Male;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;v.savchenko@ukma.edu.ua;+380503809991;2006-11-19;19
st20250168;Roman;Sydorenko;Dmytrovych;Male;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;r.sydorenko@ukma.edu.ua;+380503809992;2007-05-23;18
st20250169;Mykhailo;Sych;Oleksandrovych;Male;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;m.sych@ukma.edu.ua;+380503809993;2006-01-04;20
st20240144;Yurii;Ponomarenko;Serhiiovych;Male;2;2024-09-01;5;f001;sp004;BUDGET;ACTIVE;y.ponomarenko@ukma.edu.ua;+380501234652;2006-12-19;19
st20240145;Pavlo;Radchenko;Oleksandrovych;Male;2;2024-09-01;5;f001;sp004;BUDGET;ACTIVE;p.radchenko@ukma.edu.ua;+380501234653;2006-06-14;19
st20240146;Alisa;Savchenko;Denysivna;Female;2;2024-09-01;5;f001;sp004;CONTRACT;ACTIVE;a.savchenko1@ukma.edu.ua;+380501234645;2005-10-23;20
st20240147;Andrii;Shevchenko;Bohdanovych;Male;2;2024-09-01;5;f001;sp004;CONTRACT;ACTIVE;a.shevchenko1@ukma.edu.ua;+380501234631;2006-03-07;20
st20240148;Mariia;Shevchuk;Vladyslavivna;Female;2;2024-09-01;5;f001;sp004;BUDGET;ACTIVE;m.shevchuk@ukma.edu.ua;+380501234632;2006-07-17;19
st20230145;Mariia;Savchenko;Tarasivna;Female;3;2023-09-01;5;f001;sp004;CONTRACT;ACTIVE;m.savchenko1@ukma.edu.ua;+380501235609;2004-05-20;21
st20230146;Alina;Shevchenko;Serhiivna;Female;3;2023-09-01;5;f001;sp004;BUDGET;ACTIVE;a.shevchenko5@ukma.edu.ua;+380501235592;2005-01-11;21
st20230147;Stepan;Shevchuk;Antonovych;Male;3;2023-09-01;5;f001;sp004;CONTRACT;ACTIVE;s.shevchuk1@ukma.edu.ua;+380501235577;2005-05-05;20
st20230148;Mariia;Shevchuk;Denysivna;Female;3;2023-09-01;5;f001;sp004;CONTRACT;ACTIVE;m.shevchuk2@ukma.edu.ua;+380501235582;2004-06-03;21
st20230149;Yuliia;Shevchuk;Kyrylivna;Female;3;2023-09-01;5;f001;sp004;BUDGET;ACTIVE;y.shevchuk1@ukma.edu.ua;+380501235602;2004-08-26;21
st20230150;Kateryna;Shevchuk;Mykolaivna;Female;3;2023-09-01;5;f001;sp004;CONTRACT;ACTIVE;k.shevchuk3@ukma.edu.ua;+380501235607;2004-07-13;21
st20220146;Oleh;Moroz;Andriiovych;Male;4;2022-09-01;5;f001;sp004;CONTRACT;ACTIVE;o.moroz4@ukma.edu.ua;+380501236514;2003-03-09;23
st20220147;Kseniia;Panchenko;Bohdanivna;Female;4;2022-09-01;5;f001;sp004;CONTRACT;ACTIVE;k.panchenko5@ukma.edu.ua;+380501236508;2003-12-22;22
st20220148;Vira;Panchenko;Serhiivna;Female;4;2022-09-01;5;f001;sp004;BUDGET;ACTIVE;v.panchenko8@ukma.edu.ua;+380501236530;2004-05-06;21
st20220149;Olena;Petrenko;Vladyslavivna;Female;4;2022-09-01;5;f001;sp004;BUDGET;ACTIVE;o.petrenko3@ukma.edu.ua;+380501236509;2003-09-02;22
st20220150;Yelyzaveta;Polishchuk;Arturivna;Female;4;2022-09-01;5;f001;sp004;CONTRACT;ACTIVE;y.polishchuk3@ukma.edu.ua;+380501236499;2003-10-13;22
st20220151;Alina;Polishchuk;Tarasivna;Female;4;2022-09-01;5;f001;sp004;BUDGET;ACTIVE;a.polishchuk7@ukma.edu.ua;+380501236524;2003-10-21;22
st20220152;Andrii;Ponomarenko;Dmytrovych;Male;4;2022-09-01;5;f001;sp004;CONTRACT;ACTIVE;a.ponomarenko7@ukma.edu.ua;+380501236507;2004-06-12;21
st20250170;Stepan;Solomko;Valentynovych;Male;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;s.solomko@ukma.edu.ua;+380503809994;2007-09-29;18
st20250171;Oleksandr;Sorokivskyi;Andriiovych;Male;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;o.sorokivskyi@ukma.edu.ua;+380503809995;2006-12-14;19
st20250172;Albina;Trtovac;Islamivna;Female;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;a.trtovac@ukma.edu.ua;+380503809996;2007-03-08;19
st20250173;Nazar;Frolov;Dmytrovych;Male;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;n.frolov@ukma.edu.ua;+380503809997;2006-06-21;19
st20250174;Liudomyr;Chaikovskyi;Kostiantynovych;Male;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;l.chaikovskyi@ukma.edu.ua;+380503809998;2007-11-28;18
st20250175;Tamara;Shkolna;Dmytrivna;Female;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;t.shkolna@ukma.edu.ua;+380503809999;2006-04-15;20
st20250176;Anna;Yasinska;Valeriivna;Female;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;a.yasinska@ukma.edu.ua;+380503810000;2007-08-01;18
st20240149;Solomiia;Sydorenko;Dmytrivna;Female;2;2024-09-01;6;f001;sp004;CONTRACT;ACTIVE;s.sydorenko1@ukma.edu.ua;+380501234627;2006-10-07;19
st20240150;Illia;Tkachenko;Stepanovych;Male;2;2024-09-01;6;f001;sp004;CONTRACT;ACTIVE;i.tkachenko@ukma.edu.ua;+380501234640;2005-12-03;20
st20240151;Stepan;Tkachuk;Ivanovych;Male;2;2024-09-01;6;f001;sp004;CONTRACT;ACTIVE;s.tkachuk@ukma.edu.ua;+380501234651;2006-08-05;19
st20240152;Alisa;Vlasenko;Rostyslavivna;Female;2;2024-09-01;6;f001;sp004;BUDGET;ACTIVE;a.vlasenko1@ukma.edu.ua;+380501234637;2005-07-04;20
st20240153;Nazar;Vlasenko;Denysovych;Male;2;2024-09-01;6;f001;sp004;CONTRACT;ACTIVE;n.vlasenko@ukma.edu.ua;+380501234641;2006-06-17;19
st20230151;Alina;Shevchuk;Tarasivna;Female;3;2023-09-01;6;f001;sp004;CONTRACT;ACTIVE;a.shevchuk6@ukma.edu.ua;+380501235610;2004-01-25;22
st20230152;Yevhen;Taran;Serhiiovych;Male;3;2023-09-01;6;f001;sp004;CONTRACT;ACTIVE;y.taran2@ukma.edu.ua;+380501235581;2004-09-10;21
st20230153;Valeriia;Taran;Vladyslavivna;Female;3;2023-09-01;6;f001;sp004;BUDGET;ACTIVE;v.taran8@ukma.edu.ua;+380501235593;2005-10-06;20
st20230154;Liubov;Taran;Volodymyrivna;Female;3;2023-09-01;6;f001;sp004;BUDGET;ACTIVE;l.taran@ukma.edu.ua;+380501235600;2004-06-07;21
st20230155;Diana;Tkachenko;Ivanivna;Female;3;2023-09-01;6;f001;sp004;CONTRACT;ACTIVE;d.tkachenko2@ukma.edu.ua;+380501235606;2004-03-12;22
st20230156;Iryna;Tkachuk;Romanivna;Female;3;2023-09-01;6;f001;sp004;CONTRACT;ACTIVE;i.tkachuk3@ukma.edu.ua;+380501235579;2004-07-22;21
st20220153;Oleksandr;Shevchenko;Olehovych;Male;4;2022-09-01;6;f001;sp004;CONTRACT;ACTIVE;o.shevchenko5@ukma.edu.ua;+380501236493;2003-07-24;22
st20220154;Yuliia;Shevchenko;Serhiivna;Female;4;2022-09-01;6;f001;sp004;BUDGET;ACTIVE;y.shevchenko4@ukma.edu.ua;+380501236496;2004-06-28;21
st20220155;Yevhen;Shevchenko;Dmytrovych;Male;4;2022-09-01;6;f001;sp004;BUDGET;ACTIVE;y.shevchenko5@ukma.edu.ua;+380501236520;2003-08-05;22
st20220156;Halyna;Taran;Mykhailivna;Female;4;2022-09-01;6;f001;sp004;BUDGET;ACTIVE;h.taran@ukma.edu.ua;+380501236497;2003-01-28;23
st20220157;Andrii;Taran;Denysovych;Male;4;2022-09-01;6;f001;sp004;CONTRACT;ACTIVE;a.taran8@ukma.edu.ua;+380501236516;2003-10-11;22
st20220158;Anhelina;Taran;Rostyslavivna;Female;4;2022-09-01;6;f001;sp004;CONTRACT;ACTIVE;a.taran9@ukma.edu.ua;+380501236532;2003-03-19;23
st20220159;Taras;Tkachenko;Romanovych;Male;4;2022-09-01;6;f001;sp004;CONTRACT;ACTIVE;t.tkachenko2@ukma.edu.ua;+380501236510;2004-04-14;22
st20250177;Sofiia;Banit;Viktorivna;Female;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;s.banit@ukma.edu.ua;+380503809969;2006-03-14;20
st20250178;Yurii;Bobrovnik;Serhiiovych;Male;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;y.bobrovnik@ukma.edu.ua;+380503809970;2007-11-20;18
st20250179;Daryna;Bohaievska;Yuriivna;Female;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;d.bohaievska@ukma.edu.ua;+380503809971;2006-05-08;19
st20250180;Daria;Burenko;Vadymivna;Female;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;d.burenko@ukma.edu.ua;+380503809972;2007-01-14;19
st20250181;Timur;Bieliaienko;Oleksandrovych;Male;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;t.bieliaienko@ukma.edu.ua;+380503809973;2006-08-30;19
st20250182;Dmytro;Vakh;Ruslanovych;Male;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;d.vakh@ukma.edu.ua;+380503809974;2007-04-22;18
st20240154;Anna;Babenko;Kyrylivna;Female;2;2024-09-01;1;f001;sp005;CONTRACT;ACTIVE;a.babenko@ukma.edu.ua;+380501234661;2006-08-08;19
st20240155;Vasyl;Babenko;Vitaliiovych;Male;2;2024-09-01;1;f001;sp005;CONTRACT;ACTIVE;v.babenko1@ukma.edu.ua;+380501234668;2006-05-02;19
st20240156;Anna;Babenko;Yuriivna;Female;2;2024-09-01;1;f001;sp005;CONTRACT;ACTIVE;a.babenko1@ukma.edu.ua;+380501234691;2006-11-18;19
st20240157;Solomiia;Bondarenko;Romanivna;Female;2;2024-09-01;1;f001;sp005;CONTRACT;ACTIVE;s.bondarenko2@ukma.edu.ua;+380501234686;2006-10-03;19
st20240158;Solomiia;Dmytrenko;Stepanivna;Female;2;2024-09-01;1;f001;sp005;CONTRACT;ACTIVE;s.dmytrenko1@ukma.edu.ua;+380501234678;2005-09-02;20
st20240159;Viktoriia;Honcharenko;Artemivna;Female;2;2024-09-01;1;f001;sp005;CONTRACT;ACTIVE;v.honcharenko@ukma.edu.ua;+380501234658;2005-07-18;20
st20240160;Anna;Hrytsenko;Vitaliivna;Female;2;2024-09-01;1;f001;sp005;CONTRACT;ACTIVE;a.hrytsenko@ukma.edu.ua;+380501234685;2005-11-23;20
st20230157;Illia;Babenko;Ivanovych;Male;3;2023-09-01;1;f001;sp005;CONTRACT;ACTIVE;i.babenko1@ukma.edu.ua;+380501235619;2005-10-09;20
st20230158;Yelyzaveta;Boiko;Mykhailivna;Female;3;2023-09-01;1;f001;sp005;BUDGET;ACTIVE;y.boiko1@ukma.edu.ua;+380501235614;2004-10-14;21
st20230159;Denys;Boiko;Bohdanovych;Male;3;2023-09-01;1;f001;sp005;BUDGET;ACTIVE;d.boiko2@ukma.edu.ua;+380501235615;2005-08-20;20
st20230160;Olena;Boiko;Tymurivna;Female;3;2023-09-01;1;f001;sp005;BUDGET;ACTIVE;o.boiko1@ukma.edu.ua;+380501235629;2004-11-17;21
st20230161;Bozhena;Boiko;Yuriivna;Female;3;2023-09-01;1;f001;sp005;CONTRACT;ACTIVE;b.boiko@ukma.edu.ua;+380501235644;2005-10-28;20
st20230162;Andrii;Honcharenko;Yuriiovych;Male;3;2023-09-01;1;f001;sp005;BUDGET;ACTIVE;a.honcharenko5@ukma.edu.ua;+380501235620;2005-10-26;20
st20230163;Anton;Honcharenko;Illich;Male;3;2023-09-01;1;f001;sp005;CONTRACT;ACTIVE;a.honcharenko6@ukma.edu.ua;+380501235633;2004-06-20;21
st20220160;Roman;Boiko;Kyrylovych;Male;4;2022-09-01;1;f001;sp005;CONTRACT;ACTIVE;r.boiko3@ukma.edu.ua;+380501236539;2004-08-20;21
st20220161;Illia;Bondar;Artemovych;Male;4;2022-09-01;1;f001;sp005;BUDGET;ACTIVE;i.bondar2@ukma.edu.ua;+380501236559;2003-02-20;23
st20220162;Liubov;Bondarenko;Romanivna;Female;4;2022-09-01;1;f001;sp005;CONTRACT;ACTIVE;l.bondarenko@ukma.edu.ua;+380501236533;2003-08-20;22
st20220163;Vitalii;Bondarenko;Maksymovych;Male;4;2022-09-01;1;f001;sp005;CONTRACT;ACTIVE;v.bondarenko12@ukma.edu.ua;+380501236535;2003-07-22;22
st20220164;Yurii;Dmytrenko;Ivanovych;Male;4;2022-09-01;1;f001;sp005;BUDGET;ACTIVE;y.dmytrenko6@ukma.edu.ua;+380501236545;2003-05-02;22
st20220165;Uliana;Dmytrenko;Romanivna;Female;4;2022-09-01;1;f001;sp005;BUDGET;ACTIVE;u.dmytrenko@ukma.edu.ua;+380501236550;2003-07-08;22
st20250183;Nikita;Velbovets;Romanovych;Male;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;n.velbovets@ukma.edu.ua;+380503809975;2006-12-05;19
st20250184;Kateryna;Halych;Mykolaivna;Female;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;k.halych@ukma.edu.ua;+380503809976;2007-09-11;18
st20250185;Anastasiia;Dziuba;Radyslavivna;Female;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;a.dziuba@ukma.edu.ua;+380503809977;2006-10-27;19
st20250186;Nazar;Diachenko;Ihorovych;Male;1;2025-09-01;2;f001;sp005;BUDGET;ACTIVE;n.diachenko@ukma.edu.ua;+380503809978;2007-02-16;19
st20250187;Illia;Zhelvakov;Yuriiovych;Male;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;i.zhelvakov@ukma.edu.ua;+380503809979;2006-07-03;19
st20250188;Yeva;Yefimova;Ruslanivna;Female;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;y.yefimova@ukma.edu.ua;+380503809980;2007-05-19;18
st20240161;Oleksandr;Ivanenko;Rostyslavovych;Male;2;2024-09-01;2;f001;sp005;CONTRACT;ACTIVE;o.ivanenko1@ukma.edu.ua;+380501234679;2006-02-26;20
st20240162;Hlib;Karpenko;Rostyslavovych;Male;2;2024-09-01;2;f001;sp005;BUDGET;ACTIVE;h.karpenko@ukma.edu.ua;+380501234689;2006-08-21;19
st20240163;Yevhen;Khomenko;Tarasovych;Male;2;2024-09-01;2;f001;sp005;CONTRACT;ACTIVE;y.khomenko@ukma.edu.ua;+380501234654;2006-06-16;19
st20240164;Andrii;Khomenko;Vitaliiovych;Male;2;2024-09-01;2;f001;sp005;CONTRACT;ACTIVE;a.khomenko1@ukma.edu.ua;+380501234682;2005-04-21;20
st20240165;Oleh;Khomenko;Andriiovych;Male;2;2024-09-01;2;f001;sp005;BUDGET;ACTIVE;o.khomenko@ukma.edu.ua;+380501234688;2005-01-06;21
st20240166;Yuliia;Koval;Stepanivna;Female;2;2024-09-01;2;f001;sp005;BUDGET;ACTIVE;y.koval@ukma.edu.ua;+380501234665;2006-05-22;19
st20240167;Yurii;Koval;Andriiovych;Male;2;2024-09-01;2;f001;sp005;CONTRACT;ACTIVE;y.koval1@ukma.edu.ua;+380501234666;2006-11-03;19
st20230164;Khrystyna;Honcharenko;Stepanivna;Female;3;2023-09-01;2;f001;sp005;BUDGET;ACTIVE;k.honcharenko2@ukma.edu.ua;+380501235642;2004-04-12;22
st20230165;Nataliia;Ivanenko;Arturivna;Female;3;2023-09-01;2;f001;sp005;CONTRACT;ACTIVE;n.ivanenko2@ukma.edu.ua;+380501235626;2005-06-17;20
st20230166;Uliana;Karpenko;Ivanivna;Female;3;2023-09-01;2;f001;sp005;BUDGET;ACTIVE;u.karpenko@ukma.edu.ua;+380501235612;2004-02-03;22
st20230167;Bohdan;Karpenko;Valentynovych;Male;3;2023-09-01;2;f001;sp005;CONTRACT;ACTIVE;b.karpenko2@ukma.edu.ua;+380501235630;2005-12-17;20
st20230168;Stepan;Khomenko;Yuriiovych;Male;3;2023-09-01;2;f001;sp005;BUDGET;ACTIVE;s.khomenko5@ukma.edu.ua;+380501235625;2005-11-07;20
st20230169;Oksana;Koval;Mykolaivna;Female;3;2023-09-01;2;f001;sp005;CONTRACT;ACTIVE;o.koval3@ukma.edu.ua;+380501235611;2004-02-17;22
st20230170;Vitalii;Koval;Antonovych;Male;3;2023-09-01;2;f001;sp005;CONTRACT;ACTIVE;v.koval4@ukma.edu.ua;+380501235636;2005-06-09;20
st20220166;Vasyl;Honcharenko;Valentynovych;Male;4;2022-09-01;2;f001;sp005;CONTRACT;ACTIVE;v.honcharenko12@ukma.edu.ua;+380501236564;2004-07-01;21
st20220167;Serhii;Ivanenko;Ivanovych;Male;4;2022-09-01;2;f001;sp005;CONTRACT;ACTIVE;s.ivanenko4@ukma.edu.ua;+380501236543;2003-04-18;23
st20220168;Anastasiia;Karpenko;Olehivna;Female;4;2022-09-01;2;f001;sp005;CONTRACT;ACTIVE;a.karpenko11@ukma.edu.ua;+380501236549;2004-12-15;21
st20220169;Denys;Koval;Ivanovych;Male;4;2022-09-01;2;f001;sp005;CONTRACT;ACTIVE;d.koval4@ukma.edu.ua;+380501236556;2003-07-25;22
st20220170;Yevhen;Koval;Romanovych;Male;4;2022-09-01;2;f001;sp005;CONTRACT;ACTIVE;y.koval5@ukma.edu.ua;+380501236562;2003-08-05;22
st20220171;Oleh;Kovalenko;Illich;Male;4;2022-09-01;2;f001;sp005;BUDGET;ACTIVE;o.kovalenko2@ukma.edu.ua;+380501236538;2003-01-14;23
st20250189;Bohdan;Kobziev;Andriiovych;Male;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;b.kobziev@ukma.edu.ua;+380503809981;2006-09-24;19
st20250190;Kristina;Kostyk;Denysivna;Female;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;k.kostyk@ukma.edu.ua;+380503809982;2007-03-31;19
st20250191;Daria;Kryvsun;Viacheslavivna;Female;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;d.kryvsun@ukma.edu.ua;+380503809983;2006-01-09;20
st20250192;Bohdan;Li;;Male;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;b.li@ukma.edu.ua;+380503809984;2007-11-04;18
st20250193;Dmytro;Makarenko;Yuriiovych;Male;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;d.makarenko@ukma.edu.ua;+380503809985;2006-08-21;19
st20250194;Anastasiia;Mykytiuk;Leonidivna;Female;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;a.mykytiuk@ukma.edu.ua;+380503809986;2007-06-15;18
st20240168;Uliana;Kovalenko;Tarasivna;Female;2;2024-09-01;3;f001;sp005;CONTRACT;ACTIVE;u.kovalenko@ukma.edu.ua;+380501234655;2005-06-12;20
st20240169;Oleksandr;Kravchenko;Hlibovych;Male;2;2024-09-01;3;f001;sp005;CONTRACT;ACTIVE;o.kravchenko@ukma.edu.ua;+380501234677;2006-04-23;19
st20240170;Denys;Marchenko;Andriiovych;Male;2;2024-09-01;3;f001;sp005;CONTRACT;ACTIVE;d.marchenko@ukma.edu.ua;+380501234667;2006-01-04;20
st20240171;Tymur;Marchenko;Vladyslavovych;Male;2;2024-09-01;3;f001;sp005;CONTRACT;ACTIVE;t.marchenko1@ukma.edu.ua;+380501234683;2006-03-25;20
st20240172;Yurii;Melnyk;Dmytrovych;Male;2;2024-09-01;3;f001;sp005;CONTRACT;ACTIVE;y.melnyk@ukma.edu.ua;+380501234659;2006-06-27;19
st20240173;Artem;Melnyk;Denysovych;Male;2;2024-09-01;3;f001;sp005;CONTRACT;ACTIVE;a.melnyk@ukma.edu.ua;+380501234662;2005-09-17;20
st20240174;Alisa;Melnyk;Valentynivna;Female;2;2024-09-01;3;f001;sp005;CONTRACT;ACTIVE;a.melnyk1@ukma.edu.ua;+380501234676;2005-06-15;20
st20230171;Viktoriia;Kovalenko;Vladyslavivna;Female;3;2023-09-01;3;f001;sp005;CONTRACT;ACTIVE;v.kovalenko5@ukma.edu.ua;+380501235618;2004-01-10;22
st20230172;Viktoriia;Kovalenko;Olehivna;Female;3;2023-09-01;3;f001;sp005;CONTRACT;ACTIVE;v.kovalenko6@ukma.edu.ua;+380501235639;2005-09-10;20
st20230173;Khrystyna;Kovalenko;Romanivna;Female;3;2023-09-01;3;f001;sp005;CONTRACT;ACTIVE;k.kovalenko1@ukma.edu.ua;+380501235646;2004-07-07;21
st20230174;Vladyslav;Kravchenko;Tarasovych;Male;3;2023-09-01;3;f001;sp005;CONTRACT;ACTIVE;v.kravchenko3@ukma.edu.ua;+380501235634;2005-09-03;20
st20230175;Bohdan;Kravchenko;Andriiovych;Male;3;2023-09-01;3;f001;sp005;BUDGET;ACTIVE;b.kravchenko1@ukma.edu.ua;+380501235640;2004-05-27;21
st20230176;Alisa;Lysenko;Volodymyrivna;Female;3;2023-09-01;3;f001;sp005;BUDGET;ACTIVE;a.lysenko5@ukma.edu.ua;+380501235649;2004-07-05;21
st20230177;Vira;Lysenko;Andriivna;Female;3;2023-09-01;3;f001;sp005;BUDGET;ACTIVE;v.lysenko5@ukma.edu.ua;+380501235651;2005-01-23;21
st20220172;Mariia;Kravchenko;Maksymivna;Female;4;2022-09-01;3;f001;sp005;CONTRACT;ACTIVE;m.kravchenko4@ukma.edu.ua;+380501236544;2003-01-07;23
st20220173;Artem;Lysenko;Mykolaiovych;Male;4;2022-09-01;3;f001;sp005;CONTRACT;ACTIVE;a.lysenko10@ukma.edu.ua;+380501236553;2004-11-06;21
st20220174;Anton;Marchenko;Volodymyrovych;Male;4;2022-09-01;3;f001;sp005;CONTRACT;ACTIVE;a.marchenko14@ukma.edu.ua;+380501236546;2004-06-05;21
st20220175;Liubov;Marchenko;Volodymyrivna;Female;4;2022-09-01;3;f001;sp005;BUDGET;ACTIVE;l.marchenko@ukma.edu.ua;+380501236560;2004-12-18;21
st20220176;Andrii;Moroz;Yuriiovych;Male;4;2022-09-01;3;f001;sp005;CONTRACT;ACTIVE;a.moroz5@ukma.edu.ua;+380501236552;2003-01-10;23
st20220177;Yevhen;Oliinyk;Artemovych;Male;4;2022-09-01;3;f001;sp005;BUDGET;ACTIVE;y.oliinyk1@ukma.edu.ua;+380501236555;2003-04-20;22
st20250195;Daria;Miroshnichenko;Oleksandrivna;Female;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;d.miroshnichenko@ukma.edu.ua;+380503809987;2006-04-30;19
st20250196;Nazarii;Nazarenko;Ihorovych;Male;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;n.nazarenko@ukma.edu.ua;+380503809988;2007-10-12;18
st20250197;Mykola;Novikov;Viktorovych;Male;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;m.novikov@ukma.edu.ua;+380503809989;2006-02-28;20
st20250198;Borys;Petliovanyi;Leonidovych;Male;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;b.petliovanyi@ukma.edu.ua;+380503809990;2007-07-07;18
st20250199;Volodymyr;Pohribnyi;Volodymyrovych;Male;1;2025-09-01;4;f001;sp005;BUDGET;ACTIVE;v.pohribnyi@ukma.edu.ua;+380503809991;2006-11-19;19
st20250200;Daria;Pokatilova;Volodymyrivna;Female;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;d.pokatilova@ukma.edu.ua;+380503809992;2007-05-23;18
