id;name;surname;patronymic;course;enrollmentDate;group;faculty;speciality;studyForm;status;email;phone;dateOfBirth;age
st20250157;Kateryna;Markovska;;1;2025-09-01;3;f001;sp004;BUDGET;ACTIVE;k.markovska@ukma.edu.ua;+380503809981;2006-08-16;19
st20250158;Artem;Melnychenko;Romanovych;1;2025-09-01;3;f001;sp004;BUDGET;ACTIVE;a.melnychenko@ukma.edu.ua;+380503809982;2007-11-04;17
st20250159;Mariana;Mytskaniuk;Yuriivna;1;2025-09-01;3;f001;sp004;BUDGET;ACTIVE;m.mytskaniuk@ukma.edu.ua;+380503809983;2006-06-21;19
st20250160;Oleksandra;Osadcha;Pavlivna;1;2025-09-01;4;f001;sp004;BUDGET;ACTIVE;o.osadcha@ukma.edu.ua;+380503809984;2007-05-19;18
st20250161;Mariana;Pekna;Ivanivna;1;2025-09-01;4;f001;sp004;BUDGET;ACTIVE;m.pekna@ukma.edu.ua;+380503809985;2006-01-09;19
st20250162;Yelyzaveta;Perkova;Denysivna;1;2025-09-01;4;f001;sp004;CONTRACT;ACTIVE;y.perkova@ukma.edu.ua;+380503809986;2007-12-25;17
st20250163;Vladyslava;Petrenko;Serhiiivna;1;2025-09-01;4;f001;sp004;BUDGET;ACTIVE;v.petrenko@ukma.edu.ua;+380503809987;2006-04-30;19
st20250164;Vladyslav;Pokotylo;Oleksandrovych;1;2025-09-01;4;f001;sp004;BUDGET;ACTIVE;v.pokotylo@ukma.edu.ua;+380503809988;2007-10-12;17
st20250165;Oleksii;Pushkash;Andriiovych;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;o.pushkash@ukma.edu.ua;+380503809989;2006-02-28;19
st20250166;Viacheslav;Rozputnii;Yuriiovych;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;v.rozputnii@ukma.edu.ua;+380503809990;2007-07-07;18
st20250167;Vladyslav;Savchenko;Vadymovych;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;v.savchenko@ukma.edu.ua;+380503809991;2006-11-19;18
st20250168;Roman;Sydorenko;Dmytrovych;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;r.sydorenko@ukma.edu.ua;+380503809992;2007-05-23;18
st20250169;Mykhailo;Sych;Oleksandrovych;1;2025-09-01;5;f001;sp004;BUDGET;ACTIVE;m.sych@ukma.edu.ua;+380503809993;2006-01-04;19
st20250170;Stepan;Solomko;Valentynovych;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;s.solomko@ukma.edu.ua;+380503809994;2007-09-29;17
st20250171;Oleksandr;Sorokivskyi;Andriiovych;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;o.sorokivskyi@ukma.edu.ua;+380503809995;2006-12-14;18
st20250172;Albina;Trtovac;Islamivna;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;a.trtovac@ukma.edu.ua;+380503809996;2007-03-08;18
st20250173;Nazar;Frolov;Dmytrovych;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;n.frolov@ukma.edu.ua;+380503809997;2006-06-21;19
st20250174;Liudomyr;Chaikovskyi;Kostiantynovych;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;l.chaikovskyi@ukma.edu.ua;+380503809998;2007-11-28;17
st20250175;Tamara;Shkolna;Dmytrivna;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;t.shkolna@ukma.edu.ua;+380503809999;2006-04-15;19
st20250176;Anna;Yasinska;Valeriivna;1;2025-09-01;6;f001;sp004;BUDGET;ACTIVE;a.yasinska@ukma.edu.ua;+380503810000;2007-08-01;18


st20250177;Sofiia;Banit;Viktorivna;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;s.banit@ukma.edu.ua;+380503809969;2006-03-14;19
st20250178;Yurii;Bobrovnik;Serhiiovych;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;y.bobrovnik@ukma.edu.ua;+380503809970;2007-11-20;17
st20250179;Daryna;Bohaievska;Yuriivna;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;d.bohaievska@ukma.edu.ua;+380503809971;2006-05-08;19
st20250180;Daria;Burenko;Vadymivna;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;d.burenko@ukma.edu.ua;+380503809972;2007-01-14;18
st20250181;Timur;Bieliaienko;Oleksandrovych;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;t.bieliaienko@ukma.edu.ua;+380503809973;2006-08-30;19
st20250182;Dmytro;Vakh;Ruslanovych;1;2025-09-01;1;f001;sp005;CONTRACT;ACTIVE;d.vakh@ukma.edu.ua;+380503809974;2007-04-22;18
st20250183;Nikita;Velbovets;Romanovych;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;n.velbovets@ukma.edu.ua;+380503809975;2006-12-05;18
st20250184;Kateryna;Halych;Mykolaivna;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;k.halych@ukma.edu.ua;+380503809976;2007-09-11;17
st20250185;Anastasiia;Dziuba;Radyslavivna;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;a.dziuba@ukma.edu.ua;+380503809977;2006-10-27;18
st20250186;Nazar;Diachenko;Ihorovych;1;2025-09-01;2;f001;sp005;BUDGET;ACTIVE;n.diachenko@ukma.edu.ua;+380503809978;2007-02-16;18
st20250187;Illia;Zhelvakov;Yuriiovych;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;i.zhelvakov@ukma.edu.ua;+380503809979;2006-07-03;19
st20250188;Yeva;Yefimova;Ruslanivna;1;2025-09-01;2;f001;sp005;CONTRACT;ACTIVE;y.yefimova@ukma.edu.ua;+380503809980;2007-05-19;18
st20250189;Bohdan;Kobziev;Andriiovych;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;b.kobziev@ukma.edu.ua;+380503809981;2006-09-24;18
st20250190;Kristina;Kostyk;Denysivna;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;k.kostyk@ukma.edu.ua;+380503809982;2007-03-31;18
st20250191;Daria;Kryvsun;Viacheslavivna;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;d.kryvsun@ukma.edu.ua;+380503809983;2006-01-09;19
st20250192;Bohdan;Li;;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;b.li@ukma.edu.ua;+380503809984;2007-11-04;17
st20250193;Dmytro;Makarenko;Yuriiovych;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;d.makarenko@ukma.edu.ua;+380503809985;2006-08-21;19
st20250194;Anastasiia;Mykytiuk;Leonidivna;1;2025-09-01;3;f001;sp005;CONTRACT;ACTIVE;a.mykytiuk@ukma.edu.ua;+380503809986;2007-06-15;18
st20250195;Daria;Miroshnichenko;Oleksandrivna;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;d.miroshnichenko@ukma.edu.ua;+380503809987;2006-04-30;19
st20250196;Nazarii;Nazarenko;Ihorovych;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;n.nazarenko@ukma.edu.ua;+380503809988;2007-10-12;17
st20250197;Mykola;Novikov;Viktorovych;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;m.novikov@ukma.edu.ua;+380503809989;2006-02-28;19
st20250198;Borys;Petliovanyi;Leonidovych;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;b.petliovanyi@ukma.edu.ua;+380503809990;2007-07-07;18
st20250199;Volodymyr;Pohribnyi;Volodymyrovych;1;2025-09-01;4;f001;sp005;BUDGET;ACTIVE;v.pohribnyi@ukma.edu.ua;+380503809991;2006-11-19;18
st20250200;Daria;Pokatilova;Volodymyrivna;1;2025-09-01;4;f001;sp005;CONTRACT;ACTIVE;d.pokatilova@ukma.edu.ua;+380503809992;2007-05-23;18
st20250201;Antonii;Polovko;Ihorovych;1;2025-09-01;5;f001;sp005;CONTRACT;ACTIVE;a.polovko@ukma.edu.ua;+380503809993;2006-01-04;19
st20250202;Yurii;Ponomarenko;Yaroslavovych;1;2025-09-01;5;f001;sp005;CONTRACT;ACTIVE;y.ponomarenko@ukma.edu.ua;+380503809994;2007-09-29;17
st20250203;Marta;Prokopiuk;Liubomyrivna;1;2025-09-01;5;f001;sp005;CONTRACT;ACTIVE;m.prokopiuk@ukma.edu.ua;+380503809995;2006-12-14;18
st20250204;Mykhailo;Riabchenko;Ihorovych;1;2025-09-01;5;f001;sp005;CONTRACT;ACTIVE;m.riabchenko@ukma.edu.ua;+380503809996;2007-03-08;18
st20250205;Daria;Syniavska;Ihorivna;1;2025-09-01;5;f001;sp005;CONTRACT;ACTIVE;d.syniavska@ukma.edu.ua;+380503809997;2006-06-21;19
st20250206;Vladyslav;Skyrda;Ihorovych;1;2025-09-01;5;f001;sp005;CONTRACT;ACTIVE;v.skyrda@ukma.edu.ua;+380503809998;2007-11-28;17
st20250207;Danylo;Solovei;Romanovych;1;2025-09-01;6;f001;sp005;BUDGET;ACTIVE;d.solovei@ukma.edu.ua;+380503809999;2006-04-15;19
st20250208;Vladyslav;Stetsiuk;Volodymyrovych;1;2025-09-01;6;f001;sp005;BUDGET;ACTIVE;v.stetsiuk@ukma.edu.ua;+380503810000;2007-08-01;18
st20250209;Ivan;Ulianchenko;Mykolaiovych;1;2025-09-01;6;f001;sp005;CONTRACT;ACTIVE;i.ulianchenko@ukma.edu.ua;+380503810001;2006-12-13;18
st20250210;Vira;Yakovleva;Andriivna;1;2025-09-01;6;f001;sp005;BUDGET;ACTIVE;v.yakovleva@ukma.edu.ua;+380503810002;2007-04-26;18
