id;name;surname;patronymic;course;enrollmentDate;group;faculty;speciality;studyForm;status;email;phone;dateOfBirth;age
st20240728;Kseniia;Petrenko;Bohdanivna;2;2024-09-01;4;f006;sp020;CONTRACT;ACTIVE;k.petrenko1@ukma.edu.ua;+380501235234;2006-01-17;20
st20240729;Oksana;Polishchuk;Yevhenivna;2;2024-09-01;5;f006;sp020;BUDGET;ACTIVE;o.polishchuk2@ukma.edu.ua;+380501235212;2005-01-21;21
st20240730;Anastasiia;Radchenko;Romanivna;2;2024-09-01;5;f006;sp020;BUDGET;ACTIVE;a.radchenko3@ukma.edu.ua;+380501235226;2005-12-02;20
st20240731;Nazar;Rudenko;Mykolaiovych;2;2024-09-01;5;f006;sp020;BUDGET;ACTIVE;n.rudenko@ukma.edu.ua;+380501235206;2005-01-12;21
st20240732;Ivan;Rudenko;Arturovych;2;2024-09-01;5;f006;sp020;BUDGET;ACTIVE;i.rudenko@ukma.edu.ua;+380501235209;2006-11-06;19
st20240733;Anastasiia;Shevchenko;Ivanivna;2;2024-09-01;5;f006;sp020;BUDGET;ACTIVE;a.shevchenko4@ukma.edu.ua;+380501235224;2006-02-12;20
st20240734;Liubov;Sydorenko;Vitaliivna;2;2024-09-01;5;f006;sp020;BUDGET;ACTIVE;l.sydorenko1@ukma.edu.ua;+380501235211;2005-05-24;20
st20240735;Vira;Sydorenko;Ivanivna;2;2024-09-01;5;f006;sp020;CONTRACT;ACTIVE;v.sydorenko3@ukma.edu.ua;+380501235233;2005-12-20;20
st20240736;Mykola;Tkachuk;Yevhenovych;2;2024-09-01;6;f006;sp020;BUDGET;ACTIVE;m.tkachuk@ukma.edu.ua;+380501235225;2005-08-14;20
st20240737;Illia;Vlasenko;Olehovych;2;2024-09-01;6;f006;sp020;CONTRACT;ACTIVE;i.vlasenko2@ukma.edu.ua;+380501235201;2005-02-28;21


st20240738;Anton;Babenko;Mykhailovych;2;2024-09-01;1;f006;sp021;CONTRACT;ACTIVE;a.babenko2@ukma.edu.ua;+380501235265;2006-05-26;19
st20240739;Maksym;Boiko;Illich;2;2024-09-01;1;f006;sp021;CONTRACT;ACTIVE;m.boiko1@ukma.edu.ua;+380501235268;2005-12-15;20
st20240740;Ihor;Bondar;Ivanovych;2;2024-09-01;1;f006;sp021;BUDGET;ACTIVE;i.bondar2@ukma.edu.ua;+380501235247;2005-12-28;20
st20240741;Alisa;Bondar;Tymurivna;2;2024-09-01;1;f006;sp021;BUDGET;ACTIVE;a.bondar2@ukma.edu.ua;+380501235250;2006-07-20;19
st20240742;Nadiia;Bondar;Kyrylivna;2;2024-09-01;1;f006;sp021;BUDGET;ACTIVE;n.bondar1@ukma.edu.ua;+380501235253;2005-02-04;21
st20240743;Alina;Bondar;Olehivna;2;2024-09-01;1;f006;sp021;CONTRACT;ACTIVE;a.bondar3@ukma.edu.ua;+380501235258;2006-01-21;20
st20240744;Liubov;Bondarenko;Stepanivna;2;2024-09-01;1;f006;sp021;CONTRACT;ACTIVE;l.bondarenko@ukma.edu.ua;+380501235266;2005-11-01;20
st20240745;Viktor;Dmytrenko;Antonovych;2;2024-09-01;2;f006;sp021;BUDGET;ACTIVE;v.dmytrenko1@ukma.edu.ua;+380501235256;2005-01-13;21
st20240746;Zlata;Havryliuk;Bohdanivna;2;2024-09-01;2;f006;sp021;CONTRACT;ACTIVE;z.havryliuk@ukma.edu.ua;+380501235240;2005-02-09;21
st20240747;Olena;Honcharenko;Tarasivna;2;2024-09-01;2;f006;sp021;BUDGET;ACTIVE;o.honcharenko1@ukma.edu.ua;+380501235246;2006-08-10;19
st20240748;Iryna;Honcharenko;Mykhailivna;2;2024-09-01;2;f006;sp021;BUDGET;ACTIVE;i.honcharenko1@ukma.edu.ua;+380501235270;2006-04-12;20
st20240749;Artem;Ivanenko;Bohdanovych;2;2024-09-01;2;f006;sp021;CONTRACT;ACTIVE;a.ivanenko2@ukma.edu.ua;+380501235239;2005-04-04;21
st20240750;Taras;Ivanenko;Maksymovych;2;2024-09-01;2;f006;sp021;CONTRACT;ACTIVE;t.ivanenko2@ukma.edu.ua;+380501235243;2005-05-10;20
st20240751;Vitalii;Karpenko;Arturovych;2;2024-09-01;2;f006;sp021;CONTRACT;ACTIVE;v.karpenko@ukma.edu.ua;+380501235263;2006-01-12;20
st20240752;Andrii;Khomenko;Serhiiovych;2;2024-09-01;3;f006;sp021;CONTRACT;ACTIVE;a.khomenko2@ukma.edu.ua;+380501235251;2005-09-19;20
st20240753;Anastasiia;Khomenko;Serhiivna;2;2024-09-01;3;f006;sp021;CONTRACT;ACTIVE;a.khomenko3@ukma.edu.ua;+380501235269;2006-07-25;19
st20240754;Denys;Koval;Antonovych;2;2024-09-01;3;f006;sp021;CONTRACT;ACTIVE;d.koval@ukma.edu.ua;+380501235274;2005-11-23;20
st20240755;Rostyslav;Kovalenko;Vladyslavovych;2;2024-09-01;3;f006;sp021;CONTRACT;ACTIVE;r.kovalenko1@ukma.edu.ua;+380501235244;2006-02-25;20
st20240756;Yuliia;Marchenko;Yuriivna;2;2024-09-01;3;f006;sp021;CONTRACT;ACTIVE;y.marchenko2@ukma.edu.ua;+380501235264;2006-03-26;20
st20240757;Kateryna;Melnyk;Yuriivna;2;2024-09-01;3;f006;sp021;BUDGET;ACTIVE;k.melnyk1@ukma.edu.ua;+380501235245;2005-04-25;21
st20240758;Vasyl;Melnyk;Ivanovych;2;2024-09-01;3;f006;sp021;CONTRACT;ACTIVE;v.melnyk6@ukma.edu.ua;+380501235248;2006-02-26;20
st20240759;Roman;Melnyk;Tarasovych;2;2024-09-01;4;f006;sp021;CONTRACT;ACTIVE;r.melnyk1@ukma.edu.ua;+380501235261;2005-07-25;20
st20240760;Andrii;Moroz;Stepanovych;2;2024-09-01;4;f006;sp021;BUDGET;ACTIVE;a.moroz3@ukma.edu.ua;+380501235271;2006-05-14;19
st20240761;Viktoriia;Oliinyk;Hlibivna;2;2024-09-01;4;f006;sp021;CONTRACT;ACTIVE;v.oliinyk2@ukma.edu.ua;+380501235242;2006-02-16;20
st20240762;Valeriia;Oliinyk;Rostyslavivna;2;2024-09-01;4;f006;sp021;BUDGET;ACTIVE;v.oliinyk3@ukma.edu.ua;+380501235267;2005-04-21;21
st20240763;Uliana;Panchenko;Oleksandrivna;2;2024-09-01;4;f006;sp021;CONTRACT;ACTIVE;u.panchenko1@ukma.edu.ua;+380501235272;2006-03-05;20
st20240764;Sofiia;Petrenko;Rostyslavivna;2;2024-09-01;4;f006;sp021;CONTRACT;ACTIVE;s.petrenko@ukma.edu.ua;+380501235252;2006-04-01;20
st20240765;Liubov;Petrenko;Dmytrivna;2;2024-09-01;4;f006;sp021;CONTRACT;ACTIVE;l.petrenko1@ukma.edu.ua;+380501235275;2005-04-13;21
st20240766;Anastasiia;Polishchuk;Vladyslavivna;2;2024-09-01;5;f006;sp021;BUDGET;ACTIVE;a.polishchuk2@ukma.edu.ua;+380501235255;2006-03-03;20
st20240767;Alisa;Ponomarenko;Oleksandrivna;2;2024-09-01;5;f006;sp021;BUDGET;ACTIVE;a.ponomarenko3@ukma.edu.ua;+380501235260;2006-09-15;19
st20240768;Ihor;Savchenko;Artemovych;2;2024-09-01;5;f006;sp021;CONTRACT;ACTIVE;i.savchenko1@ukma.edu.ua;+380501235257;2006-09-24;19
st20240769;Khrystyna;Shevchuk;Tymurivna;2;2024-09-01;5;f006;sp021;CONTRACT;ACTIVE;k.shevchuk1@ukma.edu.ua;+380501235254;2005-02-09;21
st20240770;Vladyslav;Sydorenko;Volodymyrovych;2;2024-09-01;5;f006;sp021;CONTRACT;ACTIVE;v.sydorenko4@ukma.edu.ua;+380501235273;2006-12-02;19
st20240771;Yuliia;Taran;Mykolaivna;2;2024-09-01;5;f006;sp021;CONTRACT;ACTIVE;y.taran@ukma.edu.ua;+380501235262;2005-02-26;21
st20240772;Sofiia;Tkachenko;Maksymivna;2;2024-09-01;5;f006;sp021;CONTRACT;ACTIVE;s.tkachenko1@ukma.edu.ua;+380501235241;2005-04-14;21
st20240773;Viktoriia;Tkachenko;Kyrylivna;2;2024-09-01;6;f006;sp021;CONTRACT;ACTIVE;v.tkachenko5@ukma.edu.ua;+380501235249;2005-07-20;20
st20240774;Solomiia;Tkachuk;Hlibivna;2;2024-09-01;6;f006;sp021;BUDGET;ACTIVE;s.tkachuk3@ukma.edu.ua;+380501235259;2006-03-03;20
st20240775;Serhii;Vlasenko;Volodymyrovych;2;2024-09-01;6;f006;sp021;BUDGET;ACTIVE;s.vlasenko@ukma.edu.ua;+380501235238;2005-05-10;20


st20240776;Tetiana;Babenko;Andriivna;2;2024-09-01;1;f006;sp022;BUDGET;ACTIVE;t.babenko@ukma.edu.ua;+380501235276;2005-09-03;20
st20240777;Liubov;Boiko;Yuriivna;2;2024-09-01;1;f006;sp022;CONTRACT;ACTIVE;l.boiko@ukma.edu.ua;+380501235293;2006-11-25;19
st20240778;Yelyzaveta;Boiko;Romanivna;2;2024-09-01;1;f006;sp022;BUDGET;ACTIVE;y.boiko1@ukma.edu.ua;+380501235300;2006-01-07;20
st20240779;Oleh;Dmytrenko;Maksymovych;2;2024-09-01;1;f006;sp022;CONTRACT;ACTIVE;o.dmytrenko4@ukma.edu.ua;+380501235285;2006-10-27;19
st20240780;Viktor;Honcharenko;Kyrylovych;2;2024-09-01;1;f006;sp022;BUDGET;ACTIVE;v.honcharenko3@ukma.edu.ua;+380501235288;2005-10-10;20
st20240781;Bohdan;Honcharenko;Andriiovych;2;2024-09-01;1;f006;sp022;CONTRACT;ACTIVE;b.honcharenko@ukma.edu.ua;+380501235309;2005-05-20;20
st20240782;Nadiia;Hrytsenko;Ivanivna;2;2024-09-01;1;f006;sp022;BUDGET;ACTIVE;n.hrytsenko@ukma.edu.ua;+380501235296;2006-04-21;20
st20240783;Polina;Hrytsenko;Volodymyrivna;2;2024-09-01;2;f006;sp022;CONTRACT;ACTIVE;p.hrytsenko2@ukma.edu.ua;+380501235299;2005-09-21;20
st20240784;Oleksandr;Hrytsenko;Oleksandrovych;2;2024-09-01;2;f006;sp022;CONTRACT;ACTIVE;o.hrytsenko@ukma.edu.ua;+380501235305;2005-01-19;21
st20240785;Kseniia;Ivanenko;Arturivna;2;2024-09-01;2;f006;sp022;CONTRACT;ACTIVE;k.ivanenko@ukma.edu.ua;+380501235282;2005-07-12;20
st20240786;Anna;Ivanenko;Olehivna;2;2024-09-01;2;f006;sp022;CONTRACT;ACTIVE;a.ivanenko3@ukma.edu.ua;+380501235284;2006-10-20;19
st20240787;Kyrylo;Ivanenko;Tarasovych;2;2024-09-01;2;f006;sp022;CONTRACT;ACTIVE;k.ivanenko1@ukma.edu.ua;+380501235291;2006-07-18;19
st20240788;Viktor;Ivanenko;Yuriiovych;2;2024-09-01;2;f006;sp022;CONTRACT;ACTIVE;v.ivanenko4@ukma.edu.ua;+380501235302;2005-09-04;20
st20240789;Valeriia;Karpenko;Denysivna;2;2024-09-01;2;f006;sp022;CONTRACT;ACTIVE;v.karpenko1@ukma.edu.ua;+380501235295;2005-12-04;20
st20240790;Oleksandr;Khomenko;Vladyslavovych;2;2024-09-01;3;f006;sp022;CONTRACT;ACTIVE;o.khomenko@ukma.edu.ua;+380501235277;2005-10-09;20
st20240791;Pavlo;Khomenko;Yuriiovych;2;2024-09-01;3;f006;sp022;CONTRACT;ACTIVE;p.khomenko@ukma.edu.ua;+380501235287;2005-06-17;20
st20240792;Polina;Koval;Antonivna;2;2024-09-01;3;f006;sp022;CONTRACT;ACTIVE;p.koval@ukma.edu.ua;+380501235280;2005-11-02;20
st20240793;Oksana;Koval;Serhiivna;2;2024-09-01;3;f006;sp022;BUDGET;ACTIVE;o.koval@ukma.edu.ua;+380501235290;2006-01-20;20
st20240794;Anastasiia;Koval;Arturivna;2;2024-09-01;3;f006;sp022;CONTRACT;ACTIVE;a.koval@ukma.edu.ua;+380501235310;2005-02-28;21
st20240795;Andrii;Kovalenko;Oleksandrovych;2;2024-09-01;3;f006;sp022;BUDGET;ACTIVE;a.kovalenko2@ukma.edu.ua;+380501235301;2005-07-19;20
st20240796;Artur;Kovalenko;Ivanovych;2;2024-09-01;3;f006;sp022;BUDGET;ACTIVE;a.kovalenko3@ukma.edu.ua;+380501235307;2006-09-03;19
st20240797;Roman;Kravchenko;Hlibovych;2;2024-09-01;4;f006;sp022;BUDGET;ACTIVE;r.kravchenko2@ukma.edu.ua;+380501235303;2006-11-11;19
st20240798;Maksym;Kravchenko;Dmytrovych;2;2024-09-01;4;f006;sp022;BUDGET;ACTIVE;m.kravchenko1@ukma.edu.ua;+380501235304;2006-12-08;19
st20240799;Oksana;Lysenko;Andriivna;2;2024-09-01;4;f006;sp022;BUDGET;ACTIVE;o.lysenko1@ukma.edu.ua;+380501235289;2005-01-20;21
st20240800;Bohdan;Marchenko;Mykolaiovych;2;2024-09-01;4;f006;sp022;BUDGET;ACTIVE;b.marchenko1@ukma.edu.ua;+380501235278;2006-01-24;20
st20240801;Taras;Melnyk;Denysovych;2;2024-09-01;4;f006;sp022;BUDGET;ACTIVE;t.melnyk3@ukma.edu.ua;+380501235292;2006-01-26;20
st20240802;Rostyslav;Melnyk;Andriiovych;2;2024-09-01;4;f006;sp022;CONTRACT;ACTIVE;r.melnyk2@ukma.edu.ua;+380501235311;2006-08-17;19
st20240803;Vasyl;Melnyk;Tymurovych;2;2024-09-01;4;f006;sp022;CONTRACT;ACTIVE;v.melnyk7@ukma.edu.ua;+380501235313;2006-04-05;20
st20240804;Dmytro;Polishchuk;Arturovych;2;2024-09-01;5;f006;sp022;CONTRACT;ACTIVE;d.polishchuk@ukma.edu.ua;+380501235312;2006-10-22;19
st20240805;Uliana;Ponomarenko;Oleksandrivna;2;2024-09-01;5;f006;sp022;BUDGET;ACTIVE;u.ponomarenko@ukma.edu.ua;+380501235283;2005-07-03;20
st20240806;Mariia;Rudenko;Antonivna;2;2024-09-01;5;f006;sp022;CONTRACT;ACTIVE;m.rudenko4@ukma.edu.ua;+380501235286;2005-08-21;20
st20240807;Khrystyna;Shevchenko;Andriivna;2;2024-09-01;5;f006;sp022;CONTRACT;ACTIVE;k.shevchenko@ukma.edu.ua;+380501235306;2006-08-21;19
st20240808;Pavlo;Shevchuk;Rostyslavovych;2;2024-09-01;5;f006;sp022;CONTRACT;ACTIVE;p.shevchuk@ukma.edu.ua;+380501235294;2006-01-07;20
st20240809;Sofiia;Shevchuk;Bohdanivna;2;2024-09-01;5;f006;sp022;CONTRACT;ACTIVE;s.shevchuk1@ukma.edu.ua;+380501235297;2005-08-22;20
st20240810;Svitlana;Shevchuk;Antonivna;2;2024-09-01;5;f006;sp022;CONTRACT;ACTIVE;s.shevchuk2@ukma.edu.ua;+380501235308;2005-04-19;21
st20240811;Veronika;Taran;Olehivna;2;2024-09-01;6;f006;sp022;BUDGET;ACTIVE;v.taran@ukma.edu.ua;+380501235281;2005-05-18;20
st20240812;Serhii;Tkachuk;Maksymovych;2;2024-09-01;6;f006;sp022;CONTRACT;ACTIVE;s.tkachuk4@ukma.edu.ua;+380501235298;2005-01-11;21
st20240813;Tetiana;Vlasenko;Romanivna;2;2024-09-01;6;f006;sp022;BUDGET;ACTIVE;t.vlasenko@ukma.edu.ua;+380501235279;2006-03-26;20


st20240814;Roman;Babenko;Dmytrovych;2;2024-09-01;1;f006;sp023;BUDGET;ACTIVE;r.babenko@ukma.edu.ua;+380501235317;2006-05-15;19
st20240815;Sofiia;Babenko;Artemivna;2;2024-09-01;1;f006;sp023;CONTRACT;ACTIVE;s.babenko@ukma.edu.ua;+380501235326;2006-12-25;19
st20240816;Svitlana;Boiko;Antonivna;2;2024-09-01;1;f006;sp023;BUDGET;ACTIVE;s.boiko4@ukma.edu.ua;+380501235334;2005-07-18;20
st20240817;Andrii;Bondarenko;Volodymyrovych;2;2024-09-01;1;f006;sp023;CONTRACT;ACTIVE;a.bondarenko1@ukma.edu.ua;+380501235318;2006-04-24;20
st20240818;Hlib;Bondarenko;Maksymovych;2;2024-09-01;1;f006;sp023;CONTRACT;ACTIVE;h.bondarenko@ukma.edu.ua;+380501235333;2005-06-19;20
st20240819;Stepan;Bondarenko;Vitaliiovych;2;2024-09-01;1;f006;sp023;CONTRACT;ACTIVE;s.bondarenko@ukma.edu.ua;+380501235336;2005-03-26;21
st20240820;Yuliia;Havryliuk;Vitaliivna;2;2024-09-01;1;f006;sp023;CONTRACT;ACTIVE;y.havryliuk@ukma.edu.ua;+380501235320;2006-12-24;19
st20240821;Tymur;Havryliuk;Illich;2;2024-09-01;2;f006;sp023;CONTRACT;ACTIVE;t.havryliuk3@ukma.edu.ua;+380501235338;2005-04-15;21
st20240822;Taras;Havryliuk;Rostyslavovych;2;2024-09-01;2;f006;sp023;CONTRACT;ACTIVE;t.havryliuk4@ukma.edu.ua;+380501235346;2005-09-12;20
st20240823;Viktor;Havryliuk;Andriiovych;2;2024-09-01;2;f006;sp023;BUDGET;ACTIVE;v.havryliuk2@ukma.edu.ua;+380501235350;2006-05-01;19
st20240824;Kyrylo;Ivanenko;Maksymovych;2;2024-09-01;2;f006;sp023;BUDGET;ACTIVE;k.ivanenko2@ukma.edu.ua;+380501235328;2006-10-22;19
st20240825;Daria;Ivanenko;Artemivna;2;2024-09-01;2;f006;sp023;BUDGET;ACTIVE;d.ivanenko2@ukma.edu.ua;+380501235344;2005-08-18;20
st20240826;Artem;Kovalenko;Bohdanovych;2;2024-09-01;2;f006;sp023;CONTRACT;ACTIVE;a.kovalenko4@ukma.edu.ua;+380501235324;2005-03-19;21
st20240827;Solomiia;Kovalenko;Denysivna;2;2024-09-01;2;f006;sp023;BUDGET;ACTIVE;s.kovalenko1@ukma.edu.ua;+380501235332;2006-11-02;19
st20240828;Mykhailo;Kravchenko;Antonovych;2;2024-09-01;3;f006;sp023;BUDGET;ACTIVE;m.kravchenko2@ukma.edu.ua;+380501235351;2005-02-08;21
st20240829;Andrii;Melnyk;Ivanovych;2;2024-09-01;3;f006;sp023;BUDGET;ACTIVE;a.melnyk3@ukma.edu.ua;+380501235349;2005-09-16;20
st20240830;Serhii;Moroz;Rostyslavovych;2;2024-09-01;3;f006;sp023;CONTRACT;ACTIVE;s.moroz1@ukma.edu.ua;+380501235314;2006-08-01;19
st20240831;Bozhena;Moroz;Rostyslavivna;2;2024-09-01;3;f006;sp023;CONTRACT;ACTIVE;b.moroz@ukma.edu.ua;+380501235327;2006-12-11;19
st20240832;Nataliia;Moroz;Illivna;2;2024-09-01;3;f006;sp023;CONTRACT;ACTIVE;n.moroz@ukma.edu.ua;+380501235340;2005-10-20;20
st20240833;Pavlo;Moroz;Stepanovych;2;2024-09-01;3;f006;sp023;CONTRACT;ACTIVE;p.moroz1@ukma.edu.ua;+380501235341;2006-05-02;19
st20240834;Artur;Oliinyk;Illich;2;2024-09-01;3;f006;sp023;CONTRACT;ACTIVE;a.oliinyk2@ukma.edu.ua;+380501235330;2005-07-24;20
st20240835;Bohdan;Oliinyk;Andriiovych;2;2024-09-01;4;f006;sp023;CONTRACT;ACTIVE;b.oliinyk1@ukma.edu.ua;+380501235337;2005-02-20;21
st20240836;Vasyl;Panchenko;Mykolaiovych;2;2024-09-01;4;f006;sp023;BUDGET;ACTIVE;v.panchenko4@ukma.edu.ua;+380501235325;2005-10-03;20
st20240837;Yevhen;Petrenko;Mykolaiovych;2;2024-09-01;4;f006;sp023;CONTRACT;ACTIVE;y.petrenko1@ukma.edu.ua;+380501235329;2005-10-20;20
st20240838;Svitlana;Polishchuk;Stepanivna;2;2024-09-01;4;f006;sp023;CONTRACT;ACTIVE;s.polishchuk1@ukma.edu.ua;+380501235316;2006-04-19;20
st20240839;Vladyslav;Polishchuk;Yuriiovych;2;2024-09-01;4;f006;sp023;BUDGET;ACTIVE;v.polishchuk2@ukma.edu.ua;+380501235319;2006-11-16;19
st20240840;Vira;Polishchuk;Kyrylivna;2;2024-09-01;4;f006;sp023;BUDGET;ACTIVE;v.polishchuk3@ukma.edu.ua;+380501235347;2005-09-03;20
st20240841;Anastasiia;Radchenko;Oleksandrivna;2;2024-09-01;4;f006;sp023;CONTRACT;ACTIVE;a.radchenko4@ukma.edu.ua;+380501235345;2005-09-26;20
st20240842;Iryna;Rudenko;Vladyslavivna;2;2024-09-01;5;f006;sp023;CONTRACT;ACTIVE;i.rudenko1@ukma.edu.ua;+380501235321;2006-09-20;19
st20240843;Artem;Savchenko;Vitaliiovych;2;2024-09-01;5;f006;sp023;CONTRACT;ACTIVE;a.savchenko5@ukma.edu.ua;+380501235322;2006-06-05;19
st20240844;Anhelina;Shevchuk;Romanivna;2;2024-09-01;5;f006;sp023;BUDGET;ACTIVE;a.shevchuk2@ukma.edu.ua;+380501235331;2006-08-16;19
st20240845;Solomiia;Taran;Volodymyrivna;2;2024-09-01;5;f006;sp023;BUDGET;ACTIVE;s.taran3@ukma.edu.ua;+380501235335;2005-09-05;20
st20240846;Zlata;Taran;Tymurivna;2;2024-09-01;5;f006;sp023;BUDGET;ACTIVE;z.taran@ukma.edu.ua;+380501235339;2006-09-26;19
st20240847;Veronika;Taran;Rostyslavivna;2;2024-09-01;5;f006;sp023;CONTRACT;ACTIVE;v.taran1@ukma.edu.ua;+380501235348;2006-01-21;20
st20240848;Anna;Tkachenko;Volodymyrivna;2;2024-09-01;5;f006;sp023;CONTRACT;ACTIVE;a.tkachenko4@ukma.edu.ua;+380501235343;2006-06-11;19
st20240849;Dmytro;Tkachuk;Mykhailovych;2;2024-09-01;6;f006;sp023;CONTRACT;ACTIVE;d.tkachuk1@ukma.edu.ua;+380501235315;2005-09-10;20
st20240850;Daria;Tkachuk;Denysivna;2;2024-09-01;6;f006;sp023;BUDGET;ACTIVE;d.tkachuk2@ukma.edu.ua;+380501235323;2005-07-01;20
st20240851;Yurii;Vlasenko;Bohdanovych;2;2024-09-01;6;f006;sp023;BUDGET;ACTIVE;y.vlasenko1@ukma.edu.ua;+380501235342;2005-02-02;21


st20240852;Anton;Bondar;Antonovych;2;2024-09-01;1;f006;sp024;CONTRACT;ACTIVE;a.bondar4@ukma.edu.ua;+380501235358;2005-11-13;20
st20240853;Roman;Bondar;Serhiiovych;2;2024-09-01;1;f006;sp024;CONTRACT;ACTIVE;r.bondar@ukma.edu.ua;+380501235369;2005-07-10;20
st20240854;Maksym;Bondar;Antonovych;2;2024-09-01;1;f006;sp024;BUDGET;ACTIVE;m.bondar1@ukma.edu.ua;+380501235371;2005-09-08;20
st20240855;Yana;Bondarenko;Tarasivna;2;2024-09-01;1;f006;sp024;BUDGET;ACTIVE;y.bondarenko2@ukma.edu.ua;+380501235373;2005-04-17;21
st20240856;Liubov;Bondarenko;Arturivna;2;2024-09-01;1;f006;sp024;BUDGET;ACTIVE;l.bondarenko1@ukma.edu.ua;+380501235382;2006-08-23;19
st20240857;Mariia;Dmytrenko;Valentynivna;2;2024-09-01;1;f006;sp024;CONTRACT;ACTIVE;m.dmytrenko1@ukma.edu.ua;+380501235352;2006-09-23;19
st20240858;Viktoriia;Dmytrenko;Artemivna;2;2024-09-01;2;f006;sp024;BUDGET;ACTIVE;v.dmytrenko2@ukma.edu.ua;+380501235360;2005-07-19;20
st20240859;Yuliia;Dmytrenko;Tarasivna;2;2024-09-01;2;f006;sp024;BUDGET;ACTIVE;y.dmytrenko1@ukma.edu.ua;+380501235362;2005-08-07;20
st20240860;Dmytro;Hrytsenko;Maksymovych;2;2024-09-01;2;f006;sp024;CONTRACT;ACTIVE;d.hrytsenko1@ukma.edu.ua;+380501235386;2005-06-13;20
st20240861;Svitlana;Hrytsenko;Mykolaivna;2;2024-09-01;2;f006;sp024;CONTRACT;ACTIVE;s.hrytsenko3@ukma.edu.ua;+380501235387;2005-12-05;20
st20240862;Svitlana;Ivanenko;Dmytrivna;2;2024-09-01;2;f006;sp024;BUDGET;ACTIVE;s.ivanenko2@ukma.edu.ua;+380501235372;2006-07-21;19
st20240863;Sofiia;Karpenko;Oleksandrivna;2;2024-09-01;2;f006;sp024;BUDGET;ACTIVE;s.karpenko2@ukma.edu.ua;+380501235363;2005-03-25;21
st20240864;Ihor;Khomenko;Tymurovych;2;2024-09-01;3;f006;sp024;BUDGET;ACTIVE;i.khomenko@ukma.edu.ua;+380501235374;2006-05-14;19
st20240865;Pavlo;Koval;Mykolaiovych;2;2024-09-01;3;f006;sp024;CONTRACT;ACTIVE;p.koval1@ukma.edu.ua;+380501235353;2006-11-22;19
st20240866;Roman;Koval;Yevhenovych;2;2024-09-01;3;f006;sp024;BUDGET;ACTIVE;r.koval1@ukma.edu.ua;+380501235375;2006-12-08;19
st20240867;Diana;Kravchenko;Mykhailivna;2;2024-09-01;3;f006;sp024;CONTRACT;ACTIVE;d.kravchenko2@ukma.edu.ua;+380501235357;2005-01-17;21
st20240868;Oleksandr;Kravchenko;Illich;2;2024-09-01;3;f006;sp024;BUDGET;ACTIVE;o.kravchenko2@ukma.edu.ua;+380501235368;2005-12-03;20
st20240869;Anton;Lysenko;Yevhenovych;2;2024-09-01;3;f006;sp024;BUDGET;ACTIVE;a.lysenko2@ukma.edu.ua;+380501235365;2005-01-09;21
st20240870;Yevhen;Marchenko;Rostyslavovych;2;2024-09-01;4;f006;sp024;BUDGET;ACTIVE;y.marchenko3@ukma.edu.ua;+380501235385;2006-12-04;19
st20240871;Anton;Melnyk;Romanovych;2;2024-09-01;4;f006;sp024;CONTRACT;ACTIVE;a.melnyk4@ukma.edu.ua;+380501235379;2005-11-16;20
st20240872;Yuliia;Moroz;Tymurivna;2;2024-09-01;4;f006;sp024;BUDGET;ACTIVE;y.moroz1@ukma.edu.ua;+380501235356;2005-09-08;20
st20240873;Uliana;Oliinyk;Romanivna;2;2024-09-01;4;f006;sp024;CONTRACT;ACTIVE;u.oliinyk@ukma.edu.ua;+380501235377;2005-06-15;20
st20240874;Serhii;Oliinyk;Denysovych;2;2024-09-01;4;f006;sp024;BUDGET;ACTIVE;s.oliinyk@ukma.edu.ua;+380501235380;2006-01-20;20
st20240875;Stepan;Polishchuk;Vladyslavovych;2;2024-09-01;4;f006;sp024;BUDGET;ACTIVE;s.polishchuk2@ukma.edu.ua;+380501235384;2006-11-01;19
st20240876;Yevhen;Ponomarenko;Vitaliiovych;2;2024-09-01;5;f006;sp024;CONTRACT;ACTIVE;y.ponomarenko3@ukma.edu.ua;+380501235359;2006-03-05;20
st20240877;Kateryna;Ponomarenko;Vitaliivna;2;2024-09-01;5;f006;sp024;BUDGET;ACTIVE;k.ponomarenko2@ukma.edu.ua;+380501235378;2006-05-01;19
st20240878;Anastasiia;Rudenko;Antonivna;2;2024-09-01;5;f006;sp024;CONTRACT;ACTIVE;a.rudenko2@ukma.edu.ua;+380501235355;2005-11-06;20
st20240879;Rostyslav;Rudenko;Denysovych;2;2024-09-01;5;f006;sp024;CONTRACT;ACTIVE;r.rudenko1@ukma.edu.ua;+380501235366;2006-12-21;19
st20240880;Diana;Shevchuk;Vitaliivna;2;2024-09-01;5;f006;sp024;BUDGET;ACTIVE;d.shevchuk@ukma.edu.ua;+380501235361;2006-12-14;19
st20240881;Artem;Sydorenko;Yevhenovych;2;2024-09-01;5;f006;sp024;CONTRACT;ACTIVE;a.sydorenko3@ukma.edu.ua;+380501235370;2005-03-18;21
st20240882;Yurii;Taran;Serhiiovych;2;2024-09-01;6;f006;sp024;CONTRACT;ACTIVE;y.taran1@ukma.edu.ua;+380501235383;2005-05-12;20
st20240883;Andrii;Tkachenko;Maksymovych;2;2024-09-01;6;f006;sp024;CONTRACT;ACTIVE;a.tkachenko5@ukma.edu.ua;+380501235376;2005-04-28;21
st20240884;Halyna;Tkachenko;Vitaliivna;2;2024-09-01;6;f006;sp024;BUDGET;ACTIVE;h.tkachenko@ukma.edu.ua;+380501235381;2005-10-07;20
